latent_dim1,latent_dim2,日期,台灣核心CPI,台灣CPI,台灣出口物價指數年增率,台灣進口物價指數年增率,台灣GDP,台灣出(入)超,台灣領先指標,台灣M1A(期底)年增率,台灣M1B(期底)年增率,台灣M2(期底)年增率,台灣隔夜拆款利率(月底值),台灣重貼現率 (月底值),美國失業率,美國初次領取失業救濟人數,美國非農業就業人數變化,美國CPI年增率,美國核心CPI年增率,美國進口價格年增率,美國出口物價指數月增率,美國GDP成長率
-0.24219793,2.7374458,2012/12/10,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,356.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.2440707,2.738498,2012/12/11,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,356.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.19477062,2.7065156,2012/12/12,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,356.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.16540277,2.7077446,2012/12/13,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,356.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.24735968,2.738631,2012/12/14,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,356.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.22528574,2.7293477,2012/12/17,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.27901357,2.77826,2012/12/18,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.259534,2.757321,2012/12/19,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.33073154,2.8265066,2012/12/20,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.34703532,2.8483143,2012/12/21,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.2966742,2.7948983,2012/12/22,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.25558805,2.7513864,2012/12/24,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.22535332,2.7242727,2012/12/25,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.24921033,2.7462707,2012/12/26,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.27219945,2.768287,2012/12/27,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.24174638,2.707591,2012/12/28,97.06,97.62,-5.0435870000000005,-6.700360000000001,3808.15,4.12,100.64,4.69,4.97,3.46,0.388,1.875,7.9,362.0,243.0,1.8,1.9,-2.0,-0.1,0.0911
-0.30523956,2.8916712,2013/1/2,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,370.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.21402255,2.8454978,2013/1/3,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,370.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.14904666,2.7853072,2013/1/4,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,370.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.19334498,2.896919,2013/1/7,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,340.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.47800526,3.049519,2013/1/8,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,340.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.43719906,2.998996,2013/1/9,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,340.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.2437066,2.892639,2013/1/10,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,340.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.32872123,2.9268801,2013/1/11,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,340.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.3568975,2.9648232,2013/1/14,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,341.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.41239315,3.0307598,2013/1/15,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,341.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.38026038,2.9746368,2013/1/16,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,341.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.3967196,3.023441,2013/1/17,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,341.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.3292926,2.9284189,2013/1/18,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,341.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.38007948,2.9568868,2013/1/21,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,364.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.36928555,2.9404159,2013/1/22,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,364.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.40343186,2.9908469,2013/1/23,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,364.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.41399038,3.004899,2013/1/24,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,364.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.41548517,3.02081,2013/1/25,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,364.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.36680964,2.9662054,2013/1/28,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,360.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.31828132,2.9358938,2013/1/29,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,360.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.32359266,2.949012,2013/1/30,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,360.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.33032164,2.96797,2013/1/31,96.93,97.45,-5.1291150000000005,-6.344086,3514.21,0.47,101.29,7.74,4.46,2.9,0.387,1.875,8.0,360.0,207.0,1.6,1.9,-1.5,0.4,2.8271
-0.5303503,3.2844179,2013/2/1,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,360.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.57351094,3.3366675,2013/2/4,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,345.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5662321,3.3495414,2013/2/5,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,345.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.56427884,3.358071,2013/2/6,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,345.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5766572,3.3853843,2013/2/18,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.62589645,3.3669648,2013/2/19,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5326091,3.3490825,2013/2/20,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5654454,3.3758368,2013/2/21,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5602368,3.3792093,2013/2/22,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.5961554,3.354542,2013/2/23,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,338.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.60333717,3.3729918,2013/2/25,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,340.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.63031137,3.3678083,2013/2/26,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,340.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.69564056,3.3796992,2013/2/27,97.83,97.91,-2.632286,-4.600614,3514.21,0.91,101.9,6.92,5.83,3.74,0.387,1.875,7.7,340.0,265.0,2.0,2.0,-0.6,0.7,2.8271
-0.361476,3.2147107,2013/3/1,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,340.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.52229685,3.364477,2013/3/4,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,342.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.42496365,3.2919466,2013/3/5,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,342.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.28216457,3.161794,2013/3/6,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,342.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.29562706,3.1762462,2013/3/7,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,342.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.29867697,3.1821148,2013/3/8,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,342.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.28016597,3.1818666,2013/3/11,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,343.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.2763289,3.1746604,2013/3/12,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,343.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.37140933,3.2626362,2013/3/13,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,343.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.3871996,3.2852159,2013/3/14,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,343.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.52344966,3.3732152,2013/3/15,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,343.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.32320607,3.2431235,2013/3/18,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,360.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.32968765,3.2475617,2013/3/19,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,360.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.35808894,3.2764745,2013/3/20,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,360.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.26090539,3.178499,2013/3/21,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,360.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.29102248,3.2133455,2013/3/22,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,360.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.27476096,3.1755378,2013/3/25,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,374.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.32146013,3.2148972,2013/3/26,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,374.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.28305626,3.1789577,2013/3/27,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,374.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.27444208,3.177185,2013/3/28,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,374.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.2153488,3.1318018,2013/3/29,96.73,96.5,-2.7497540000000003,-5.667892,3514.21,3.2,102.44,8.66,6.36,3.86,0.387,1.875,7.5,374.0,156.0,1.5,1.9,-2.1,-0.5,2.8271
-0.23379973,3.144601,2013/4/1,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,358.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.17911094,3.111225,2013/4/2,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,358.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.18096808,3.10428,2013/4/3,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,358.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.22892684,3.213045,2013/4/8,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,354.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.26615852,3.2471848,2013/4/9,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,354.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.20452207,3.1760714,2013/4/10,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,354.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.21175417,3.2074132,2013/4/11,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,354.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.1836735,3.1667013,2013/4/12,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,354.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.16978616,3.1279354,2013/4/15,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,344.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.17883042,3.1516638,2013/4/16,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,344.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.22071037,3.1978223,2013/4/17,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,344.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.20106617,3.1775553,2013/4/18,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,344.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.20771404,3.187022,2013/4/19,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,344.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.14471477,3.1021068,2013/4/22,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,330.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.14200747,3.1089907,2013/4/23,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,330.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.09115383,3.0520072,2013/4/24,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,330.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.12114853,3.0759926,2013/4/25,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,330.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.12059593,3.0917115,2013/4/26,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,330.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.12757382,3.0851653,2013/4/29,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,335.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.107857734,3.067779,2013/4/30,97.27,97.1,-2.82496,-6.149092,3666.24,2.27,102.94,9.35,6.49,4.08,0.386,1.875,7.6,335.0,179.0,1.1,1.7,-2.7,-0.6,0.7691
-0.009928912,3.0930681,2013/5/2,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,335.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.03657627,3.1180708,2013/5/3,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,335.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.012585551,3.0790117,2013/5/6,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,358.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.012727916,3.0860236,2013/5/7,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,358.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.09737754,3.007245,2013/5/8,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,358.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.03669715,3.0350888,2013/5/9,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,358.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.07256329,3.0157428,2013/5/10,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,358.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.00012457371,3.131365,2013/5/13,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,342.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.02534771,3.1675048,2013/5/14,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,342.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.0026567876,3.1219807,2013/5/15,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,342.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.023106277,3.1612508,2013/5/16,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,342.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.031625062,3.206764,2013/5/17,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,342.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.00823009,3.1386178,2013/5/20,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,354.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.0316512,3.0789251,2013/5/21,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,354.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.011794448,3.1174254,2013/5/22,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,354.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.058042377,3.2816331,2013/5/23,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,354.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.07472384,3.3116398,2013/5/24,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,354.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.03970763,3.2306454,2013/5/27,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,347.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.019533306,3.1964371,2013/5/28,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,347.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
0.014203936,3.1070964,2013/5/29,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,347.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.080415756,3.3220427,2013/5/30,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,347.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.16688436,3.4067287,2013/5/31,97.05,97.28,-2.659671,-5.787401999999998,3666.24,4.45,103.35,7.78,7.53,4.58,0.386,1.875,7.5,347.0,240.0,1.4,1.7,-1.8,-0.5,0.7691
-0.02668199,3.3307598,2013/6/3,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,337.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.023097813,3.320009,2013/6/4,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,337.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.03487116,3.3288937,2013/6/5,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,337.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.09775981,3.4072752,2013/6/6,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,337.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.053373933,3.357746,2013/6/7,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,337.0,158.0,1.8,1.6,0.1,-0.1,0.7691
0.029062778,3.2416415,2013/6/10,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,353.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.05017665,3.361799,2013/6/11,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,353.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.078624606,3.3946953,2013/6/13,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,353.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.060056806,3.3644116,2013/6/14,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,353.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.0017330945,3.3066442,2013/6/17,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,347.0,158.0,1.8,1.6,0.1,-0.1,0.7691
-0.025381893,3.3428335,2013/6/18,97.17,97.77,-1.547142,-3.366733,3666.24,3.25,103.65,10.35,8.56,5.27,0.386,1.875,7.5,347.0,158.0,1.8,1.6,0.1,-0.1,0.7691
