latent_dim1,latent_dim2,日期,開盤,最高,最低,收盤,成交量,外資餘額,外資買賣超,投信餘額,投信買賣超,自營商餘額,自營商買賣超,法人餘額,法人買賣超,主力買賣超,台灣平均工時年增率,台灣平均薪資年增率,台灣失業率(經季節性調整),台灣房屋建築工程業類指數,台灣建築貸款年增率,台灣消費者住宅貸款
-0.8606175,0.21547464,2010/1/15,909.46,916.14,905.88,908.55,802734,3269.01,-1.88,120.02,-0.68,76.12,0.16,3465.15,-2.39,-0.02,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.8529622,0.23295203,2010/1/18,899.75,906.87,898.38,903.4,610556,3267.1,-1.91,119.89,-0.13,75.58,-0.54,3462.57,-2.59,-0.08,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.75611514,0.22645071,2010/1/19,915.28,915.41,897.39,901.74,856287,3013.27,-8.49,115.8,-0.84,71.86,-1.1,3200.93,-10.43,-0.52,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.7249586,0.2502444,2010/1/20,906.44,906.44,886.12,887.24,1022082,3001.02,-12.25,115.3,-0.51,70.19,-1.67,3186.5,-14.43,-1.48,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.8284746,0.21225134,2010/1/21,885.84,893.23,882.95,885.07,1042651,2996.63,-4.46,114.65,-0.65,69.97,-0.22,3181.25,-5.33,-1.77,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.6980539,0.2553263,2010/1/22,872.68,875.14,862.63,863.11,1008835,2981.89,-14.74,113.79,-0.85,68.82,-1.15,3164.5,-16.74,-1.18,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.70053965,0.23769084,2010/1/25,855.25,862.8,851.81,853.79,729266,2968.21,-13.68,112.92,-0.88,68.21,-0.6,3149.34,-15.17,-1.22,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.6705145,0.24717501,2010/1/26,854.85,857.93,820.47,822.31,1107648,2950.02,-18.18,112.44,-0.48,65.95,-2.27,3128.4,-20.93,-0.04,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.7623969,0.22687271,2010/1/27,825.41,832.83,819.69,822.76,617827,3060.56,-5.22,110.66,-1.78,64.73,-1.23,3235.94,-8.22,0.07,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.79562384,0.22480169,2010/1/28,832.01,842.51,829.98,836.05,664779,3055.48,-6.78,110.03,-0.63,65.06,0.33,3230.57,-7.08,-1.7,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.8049814,0.21589825,2010/1/29,826.8,830.9,815.26,829.11,711654,3049.67,-5.81,109.36,-0.67,64.9,-0.16,3223.92,-6.64,-0.98,22.367515,-20.94,5.68,62.21,-3.853177,4837335
-0.49309003,0.8158096,2010/2/1,836.1,836.33,814.69,815.21,711684,3040.88,-8.55,109.17,-0.19,64.9,-0.01,3214.95,-8.75,-1.74,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.47606903,0.8260416,2010/2/2,826.87,826.98,797.22,803.85,728234,3031.71,-8.97,108.8,-0.37,64.33,-0.57,3204.84,-9.91,-0.53,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.5064545,0.83603275,2010/2/3,813.39,815.44,803.42,814.89,569532,3255.18,-2.17,112.08,0.03,67.7,0.76,3434.96,-1.39,-0.73,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.47140944,0.8506676,2010/2/4,816.43,817.17,810.67,812.33,526212,3248.22,-6.96,111.73,-0.34,67.66,-0.04,3427.62,-7.34,-1.0,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.48553264,0.8436495,2010/2/5,791.12,791.12,764.25,767.44,1231896,3235.13,-13.09,110.86,-0.87,67.47,-0.19,3413.46,-14.15,-1.91,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.46362156,0.8766686,2010/2/6,764.83,765.38,743.57,759.94,590280,3234.32,-0.81,109.0,-1.86,67.83,0.36,3411.15,-2.31,-0.64,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.46494132,0.8579248,2010/2/8,762.91,769.37,758.24,769.26,576088,3224.23,-10.09,108.74,-0.26,68.55,0.72,3401.52,-9.63,-1.76,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.48379922,0.8606962,2010/2/9,767.63,784.65,763.21,783.18,714403,3219.36,-4.81,107.68,-1.06,69.45,0.9,3396.49,-4.98,-1.48,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.49403673,0.841714,2010/2/10,790.92,797.52,787.97,790.42,702513,3213.27,-6.09,107.67,0.0,69.65,0.2,3390.58,-5.9,-0.32,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.5604821,0.8146713,2010/2/22,809.3,823.48,805.42,821.58,913038,3213.1,-0.16,108.27,0.6,70.27,0.62,3391.65,1.06,-0.22,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.5339472,0.82198584,2010/2/23,822.06,822.09,811.85,819.82,635956,3213.11,0.0,108.81,0.54,70.49,0.22,3392.4,0.76,-0.26,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.52540606,0.82801116,2010/2/24,809.9,826.05,809.12,814.75,600370,3212.84,-0.17,109.14,0.33,70.71,0.23,3392.7,0.39,-0.25,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.5036028,0.8403965,2010/2/25,820.6,820.6,797.02,801.06,695822,3207.98,-4.56,109.4,0.26,69.83,-0.88,3387.22,-5.18,-0.28,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.5187245,0.82824385,2010/2/26,805.23,813.04,801.65,804.79,624070,3204.48,-3.49,110.01,0.61,70.26,0.43,3384.75,-2.46,-1.14,-13.280294,63.26,5.66,79.71,-3.297646,4843556
-0.85518616,0.01366365,2010/3/1,810.63,825.94,805.43,819.39,798265,3206.47,1.72,110.88,0.87,70.91,0.65,3388.27,3.25,-0.69,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.83467776,0.006089866,2010/3/2,825.23,825.94,818.08,819.29,489655,3209.1,2.63,111.54,0.66,70.85,-0.07,3391.48,3.21,0.51,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.888575,0.008243829,2010/3/3,826.08,838.73,826.08,832.25,771913,3211.45,2.36,112.7,1.16,71.94,1.09,3396.09,4.61,-0.38,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7120871,0.025951236,2010/3/4,836.51,836.51,814.06,817.28,582441,3206.25,-5.2,113.42,0.72,70.88,-1.06,3390.55,-5.54,0.39,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.9491367,-0.002355069,2010/3/5,829.48,836.62,825.83,829.86,577656,3213.86,9.06,114.27,0.84,71.33,0.45,3399.45,10.35,0.74,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.85408884,0.0004273355,2010/3/8,836.24,836.39,832.93,834.89,459497,3218.59,4.73,114.57,0.3,71.5,0.17,3404.66,5.21,0.35,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.8231819,0.0012419224,2010/3/9,833.34,835.75,831.89,835.61,375124,3222.25,3.65,114.79,0.23,71.49,-0.01,3408.53,3.87,0.25,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.80428773,0.008648783,2010/3/10,839.15,843.05,833.94,841.66,473741,3222.97,1.35,115.2,0.4,71.61,0.12,3409.78,1.87,-0.27,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.72909266,0.017399132,2010/3/11,840.14,840.38,828.68,829.58,498169,3220.14,-2.86,115.41,0.22,71.51,-0.1,3407.06,-2.74,-0.4,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.72953004,0.0077869594,2010/3/12,831.79,832.99,828.19,830.84,344017,3220.08,-0.15,114.94,-0.48,71.81,0.3,3406.83,-0.33,-0.71,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.6180654,0.029238164,2010/3/15,827.35,828.37,815.69,815.85,440655,3213.61,-6.4,114.71,-0.23,70.21,-1.6,3398.53,-8.23,0.72,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7104835,0.018236458,2010/3/16,819.31,824.24,819.03,823.43,366232,3210.39,-3.22,115.0,0.28,70.03,-0.19,3395.42,-3.13,-0.28,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.9955664,0.0014071763,2010/3/17,832.0,844.13,831.3,844.12,805181,3221.76,11.37,115.29,0.3,71.9,1.86,3408.95,13.52,-0.35,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.8859852,0.013819218,2010/3/18,847.23,856.03,844.07,850.06,921464,3217.64,2.06,116.02,0.76,72.57,1.38,3406.23,4.2,-1.1,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.776843,0.016748786,2010/3/19,851.78,851.78,843.45,851.1,644094,3216.79,-0.86,116.31,0.28,73.05,0.3,3406.14,-0.27,-0.91,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7262885,0.0142501,2010/3/22,846.92,847.61,838.03,843.09,456545,3214.03,-2.74,116.62,0.31,72.72,-0.34,3403.37,-2.77,0.54,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7562577,0.014446944,2010/3/23,845.41,845.54,837.85,838.7,610402,3212.96,-1.1,116.67,0.05,72.86,0.03,3402.49,-1.01,-0.05,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7291592,0.023299009,2010/3/24,844.12,849.42,839.07,839.07,760610,3210.49,-2.47,116.46,-0.21,73.17,0.3,3400.12,-2.39,-1.48,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.65258294,0.023770154,2010/3/25,838.71,842.61,830.12,837.66,602664,3204.33,-6.16,115.73,-0.73,74.76,1.59,3394.81,-5.3,-2.6,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.7804561,0.0071994364,2010/3/26,832.38,844.33,826.58,838.79,591562,3206.7,2.37,115.28,-0.45,74.89,0.13,3396.87,2.06,-0.19,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.8785233,0.00035494566,2010/3/29,844.43,850.62,842.48,848.46,632326,3212.9,6.21,115.26,-0.03,75.68,0.78,3403.85,6.95,-0.25,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.8079584,0.011118442,2010/3/30,855.2,855.2,848.73,852.86,654899,3215.01,2.1,115.28,0.01,75.88,0.19,3406.16,2.31,-0.46,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.75443643,0.028176814,2010/3/31,844.94,846.01,840.41,840.54,610905,3214.85,-0.17,107.8,-0.14,75.85,-0.04,3398.49,-0.35,-0.56,7.007786,5.66,5.58,54.27,0.551702,4867017
-0.9160144,-0.05353746,2010/4/1,842.2,854.16,842.2,852.76,979146,3223.19,8.35,108.34,0.54,76.86,0.99,3408.39,9.88,0.32,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.77438086,-0.06735176,2010/4/2,855.95,856.19,850.58,852.57,485328,3233.09,4.95,107.99,-0.38,77.57,-0.05,3418.65,4.52,0.56,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.82720894,-0.063252375,2010/4/6,855.89,859.63,853.67,853.96,604830,3240.15,7.06,108.0,0.01,78.14,0.55,3426.28,7.61,-0.28,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.7678084,-0.06345603,2010/4/7,858.02,858.5,854.52,856.98,559647,3245.37,5.22,107.5,-0.49,78.06,-0.1,3430.93,4.63,-0.01,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.91986114,-0.05627945,2010/4/8,854.61,875.17,851.88,861.38,1195503,3249.63,4.26,108.89,1.39,80.1,2.01,3438.62,7.65,-1.53,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.8372646,-0.06000009,2010/4/9,865.8,868.61,862.11,867.86,665788,3256.39,6.76,109.07,0.18,80.43,0.33,3445.89,7.26,0.2,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.77317613,-0.05804071,2010/4/12,873.91,874.75,866.53,868.12,657172,3259.37,2.98,109.18,0.11,80.39,-0.04,3448.95,3.05,0.11,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.6625436,-0.057920635,2010/4/13,864.41,864.46,852.57,852.57,542696,3258.71,-0.66,108.64,-0.54,79.58,-0.82,3446.93,-2.02,0.17,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.65250057,-0.060523838,2010/4/14,857.6,859.67,852.26,859.39,463146,3258.39,-0.32,107.87,-0.77,79.52,-0.09,3445.78,-1.18,-0.96,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.66512245,-0.05608827,2010/4/15,863.84,866.3,857.46,863.41,604286,3256.45,-2.01,107.56,-0.31,79.4,-0.17,3443.4,-2.5,-0.52,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.6357488,-0.057831228,2010/4/16,860.72,861.38,852.65,855.11,512785,3252.98,-3.46,107.24,-0.31,79.0,-0.41,3439.23,-4.18,-0.15,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.47425967,-0.032730818,2010/4/19,837.89,840.24,818.64,820.41,931810,3242.92,-10.1,106.09,-1.15,77.02,-2.0,3426.02,-13.25,0.27,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.56624943,-0.048282832,2010/4/20,826.0,826.99,821.9,824.19,509030,3240.48,-2.44,104.72,-1.37,75.24,-1.78,3420.44,-5.59,0.89,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.67084783,-0.055657864,2010/4/21,829.31,835.01,827.1,829.96,415615,3239.22,-1.26,104.63,-0.09,75.17,-0.07,3419.02,-1.42,-0.16,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.4785096,-0.0339984,2010/4/22,824.09,825.26,811.49,820.31,582616,3228.47,-10.75,103.71,-0.92,74.88,-0.29,3407.06,-11.96,-1.33,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.59359545,-0.040291965,2010/4/23,822.04,823.97,818.42,821.41,506052,3222.58,-5.89,103.59,-0.12,74.5,-0.39,3400.66,-6.4,-0.85,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.8629864,-0.056106,2010/4/26,833.69,843.72,831.29,842.42,794507,3232.23,8.8,103.71,0.13,75.06,0.56,3411.0,9.49,0.09,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.7138564,-0.0583829,2010/4/27,841.89,842.12,836.74,839.7,505698,3233.1,0.35,103.81,0.09,75.02,-0.04,3411.94,0.41,-0.06,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.5159227,-0.030411929,2010/4/28,814.68,828.2,814.68,823.89,649541,3221.54,-11.57,103.8,-0.01,74.75,-0.28,3400.08,-11.86,-1.8,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.5512653,-0.03768459,2010/4/29,825.44,826.72,821.56,822.09,591884,3213.73,-7.88,103.31,-0.49,74.56,-0.2,3391.59,-8.56,-1.43,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.7597466,-0.04707092,2010/4/30,830.9,841.01,824.24,826.4,968769,3214.89,2.72,103.12,-0.19,74.62,0.06,3392.63,2.59,-1.4,1.22905,3.58,5.43,58.87,2.837447,4895576
-0.5466557,-0.063539326,2010/5/3,822.6,826.94,817.82,821.2,544657,3208.25,-6.65,103.14,0.02,74.48,-0.13,3385.88,-6.76,-0.9,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.59397286,-0.07131317,2010/5/4,830.02,830.48,817.66,820.28,490497,3205.48,-4.56,103.34,0.2,74.41,-0.08,3383.22,-4.44,-0.6,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.43795758,-0.050716847,2010/5/5,803.88,809.32,800.92,801.76,794402,3193.28,-13.81,103.29,-0.05,74.21,-0.2,3370.78,-14.05,-1.51,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.5496469,-0.059506565,2010/5/6,805.63,809.47,796.03,796.38,734356,3185.36,-8.4,103.7,0.41,73.58,-0.64,3362.63,-8.62,-0.54,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.46765882,-0.049591452,2010/5/7,781.31,790.86,777.27,787.14,853403,3172.51,-13.44,103.84,0.14,74.06,0.49,3350.41,-12.81,-2.5,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.52357024,-0.059478223,2010/5/10,792.26,793.44,786.73,792.99,508491,3165.53,-7.74,103.83,-0.02,73.75,-0.32,3343.1,-8.07,-1.55,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.54434365,-0.04920852,2010/5/11,798.2,806.36,788.14,788.14,840487,3155.72,-9.96,104.7,0.87,71.73,-2.03,3332.14,-11.12,0.19,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.6655105,-0.078979835,2010/5/12,795.64,799.83,793.22,795.25,529207,3155.1,-0.6,104.85,0.16,71.51,-0.22,3331.46,-0.66,0.63,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.8754383,-0.1071879,2010/5/13,809.2,825.26,808.14,823.1,1135499,3161.99,6.89,106.28,1.43,71.95,0.44,3340.22,8.76,0.14,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.666756,-0.087359205,2010/5/14,818.25,822.09,816.12,820.66,514314,3161.45,-0.54,105.99,-0.29,72.91,0.96,3340.35,0.13,-1.53,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.5602266,-0.07039049,2010/5/17,811.06,811.06,797.18,800.92,531626,3156.03,-5.43,105.57,-0.41,72.33,-0.58,3333.94,-6.42,-0.32,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.67150325,-0.087695956,2010/5/18,805.49,806.91,800.53,804.96,387211,3156.0,0.72,105.35,-0.22,73.25,0.92,3334.6,1.42,-0.95,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.5865492,-0.07579085,2010/5/19,800.41,806.67,795.85,802.54,478348,3150.39,-5.61,105.26,-0.09,74.45,1.2,3330.1,-4.5,-2.04,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.53655547,-0.06864327,2010/5/20,803.22,803.22,786.25,786.25,468346,3142.97,-7.4,105.17,-0.09,73.78,-0.66,3321.92,-8.16,-0.45,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.50880486,-0.057243258,2010/5/21,766.31,767.26,755.49,762.44,733541,3135.18,-9.82,105.2,0.04,73.43,-0.36,3313.82,-10.15,-1.26,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.54646283,-0.06560707,2010/5/24,768.34,771.83,764.6,768.97,419745,3128.2,-7.0,105.33,0.13,73.36,-0.07,3306.9,-6.94,-1.04,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.48421878,-0.05731979,2010/5/25,758.46,758.46,736.69,741.78,765401,3116.76,-11.45,105.19,-0.14,73.5,0.14,3295.45,-11.45,-1.59,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.49895316,-0.068440676,2010/5/26,748.88,757.77,738.82,756.22,1114240,3110.57,-7.8,103.86,-1.33,73.89,0.39,3288.32,-8.74,-2.16,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.54215664,-0.07060903,2010/5/27,751.96,761.27,744.17,759.37,634911,3105.45,-5.12,103.17,-0.69,74.15,0.26,3282.77,-5.55,-1.6,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.64711946,-0.07635851,2010/5/28,767.79,768.92,757.62,762.54,584578,3104.51,-0.94,103.51,0.34,73.54,-0.61,3281.55,-1.22,-0.09,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.6826932,-0.0969311,2010/5/31,762.21,770.56,761.08,770.56,355826,3108.91,4.4,102.94,-0.56,73.63,0.09,3285.49,3.93,0.49,11.552567,3.65,5.24,50.62,4.973274,4929467
-0.6399279,-0.14670303,2010/6/1,764.57,764.57,755.12,755.81,408602,3105.25,-3.82,102.06,-0.88,72.77,-0.87,3280.09,-5.57,-0.07,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.7026475,-0.15131286,2010/6/2,751.98,760.42,745.54,749.69,396625,3103.39,-1.87,101.77,-0.29,72.86,0.09,3278.03,-2.06,-0.76,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.8567286,-0.16775377,2010/6/3,761.72,768.41,760.35,767.43,497490,3110.32,6.93,101.35,-0.42,72.59,-0.27,3284.26,6.23,1.37,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.70982796,-0.15487634,2010/6/4,768.0,768.0,760.23,760.48,245922,3111.44,-0.88,101.16,-0.19,72.48,-0.11,3285.08,-1.19,-0.3,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.5686628,-0.12672396,2010/6/7,738.89,741.48,731.76,740.41,577717,3100.17,-11.26,101.02,-0.14,72.46,-0.02,3273.65,-11.42,-1.62,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.6996731,-0.15124683,2010/6/8,737.51,746.31,737.14,742.69,397377,3097.16,-2.39,100.88,-0.13,72.39,-0.07,3270.43,-2.59,-0.26,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.6226296,-0.13621813,2010/6/9,743.48,744.7,727.95,730.43,478663,3090.14,-7.01,100.62,-0.26,71.76,-0.64,3262.53,-7.91,-0.48,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.73954266,-0.15450326,2010/6/10,738.79,742.72,733.19,742.72,415032,3090.43,0.28,100.38,-0.24,71.9,0.14,3262.71,0.18,-0.44,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.8420679,-0.16680752,2010/6/11,757.29,767.05,755.05,762.54,756687,3092.48,2.05,100.8,0.42,72.07,0.17,3265.35,2.64,0.18,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.86338776,-0.16734187,2010/6/14,775.99,781.06,774.24,778.2,608703,3096.74,4.47,101.4,0.6,72.33,0.25,3270.47,5.32,-0.32,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.92093366,-0.17921607,2010/6/15,778.1,791.45,774.37,789.37,579079,3105.73,7.33,101.59,0.19,73.65,1.33,3280.97,8.85,-0.22,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.9887858,-0.18786113,2010/6/17,793.05,794.53,787.52,791.21,687895,3118.14,11.38,101.29,-0.3,75.33,1.68,3294.77,12.76,0.23,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.79682595,-0.16952862,2010/6/18,793.58,793.73,783.73,788.91,323737,3121.18,3.06,101.03,-0.27,75.25,-0.08,3297.46,2.71,0.46,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-1.1114901,-0.18358931,2010/6/21,801.95,810.55,799.37,809.05,873148,3139.09,17.89,101.21,0.18,75.71,0.45,3316.0,18.53,1.71,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.79295677,-0.1739147,2010/6/22,806.1,808.47,803.73,807.31,400629,3146.47,3.01,100.77,-0.44,75.77,0.07,3323.01,2.64,-0.11,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.75662047,-0.16886179,2010/6/23,803.19,806.68,798.68,801.99,322983,3147.58,1.11,100.49,-0.29,75.69,-0.08,3323.76,0.74,-0.24,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.78603894,-0.17389663,2010/6/24,804.47,808.42,798.51,805.54,442085,3142.81,0.5,100.71,0.23,76.05,0.35,3319.57,1.09,-0.59,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.97531575,-0.20655563,2010/6/25,800.94,820.54,800.94,806.68,1229675,3147.13,4.32,101.69,0.97,78.05,2.0,3326.87,7.3,-1.8,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.90191144,-0.20205452,2010/6/28,816.09,829.49,814.56,824.41,1514962,3140.78,-3.61,103.28,1.69,79.79,1.74,3323.85,-0.18,-3.25,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.9360835,-0.19081114,2010/6/29,829.57,831.74,809.55,809.55,1110206,3145.47,4.71,103.95,0.68,79.33,-0.45,3328.75,4.93,0.58,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.6754306,-0.17087369,2010/6/30,793.72,797.78,788.51,795.99,837832,3136.77,-8.7,128.31,0.27,79.12,-0.21,3344.19,-8.65,-1.4,-0.655738,8.67,5.19,69.66,8.442191000000001,4955960
-0.67778224,-0.18477532,2010/7/1,798.26,801.68,786.94,786.94,747689,3124.56,-12.21,128.51,0.2,80.53,1.41,3333.6,-10.59,-3.59,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.0441277,-0.24123614,2010/7/2,792.29,828.93,792.29,815.37,1684723,3120.77,-3.7,132.4,3.89,82.56,2.03,3335.74,2.23,-1.94,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.0201802,-0.225919,2010/7/5,821.57,829.76,820.08,828.07,1380434,3123.59,4.01,133.95,1.55,84.0,1.43,3341.54,6.98,-1.1,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.057818,-0.21863246,2010/7/6,822.51,838.44,819.71,838.44,1191290,3128.29,7.24,135.61,1.66,85.14,1.14,3349.04,10.05,0.02,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.92547387,-0.21630245,2010/7/7,837.19,837.19,829.58,834.91,825244,3128.25,-0.04,137.07,1.45,85.45,0.31,3350.76,1.72,0.24,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.90254825,-0.22516221,2010/7/8,843.55,843.99,830.34,834.84,930147,3128.18,-0.08,137.92,0.85,86.18,0.73,3352.28,1.51,-1.49,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.91782063,-0.22319274,2010/7/9,842.19,842.19,834.49,839.85,824551,3130.12,1.94,138.49,0.57,86.52,0.34,3355.13,2.85,-0.11,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.0172639,-0.21313801,2010/7/12,837.62,847.7,833.83,836.39,849922,3137.61,6.82,140.33,1.73,85.9,-0.63,3363.83,7.92,1.44,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.94417435,-0.22015756,2010/7/13,840.2,840.43,831.25,834.69,615597,3142.68,5.07,140.87,0.55,85.76,-0.14,3369.31,5.48,0.9,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.1318438,-0.2001182,2010/7/14,844.59,853.24,842.98,853.24,1195988,3156.7,14.02,142.2,1.33,85.78,0.02,3384.67,15.36,1.69,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.1120328,-0.20979288,2010/7/15,850.36,859.43,849.6,857.74,1163857,3166.56,9.94,144.53,2.33,85.66,-0.12,3396.75,12.16,1.27,-0.158898,4.79,5.15,53.3,12.119013,4984684
-1.1373701,-0.25359163,2010/7/16,860.47,876.32,852.61,866.8,2014970,3168.75,2.19,147.11,2.58,86.78,1.12,3402.64,5.89,0.57,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.97827154,-0.2321366,2010/7/19,860.59,867.56,859.03,860.79,986941,3171.92,3.16,148.8,1.69,86.53,-0.25,3407.25,4.6,-0.24,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.99864846,-0.2255834,2010/7/20,862.0,863.04,851.53,861.37,779985,3173.6,6.47,150.05,1.25,86.3,-0.23,3409.95,7.5,0.52,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.9161983,-0.23286639,2010/7/21,865.01,866.54,849.03,854.1,834645,3173.73,0.13,151.43,1.38,85.83,-0.46,3410.99,1.04,-0.74,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.73807496,-0.22416963,2010/7/22,859.3,864.98,848.61,848.61,739898,3164.02,-8.37,151.8,0.37,86.34,0.51,3402.16,-7.49,-3.43,-0.158898,4.79,5.15,53.3,12.119013,4984684
-0.9643888,-0.23236401,2010/7/23,857.36,860.64,854.28,854.33,689653,3169.95,5.93,152.27,0.47,86.57,0.21,3408.79,6.62,0.25,-0.158898,4.79,5.15,53.3,12.119013,4984684
