latent_dim1,latent_dim2,日期,開盤,最高,最低,收盤,成交量,外資餘額,外資買賣超,投信餘額,投信買賣超,自營商餘額,自營商買賣超,法人餘額,法人買賣超,主力買賣超,台灣平均工時年增率,台灣平均薪資年增率,台灣失業率(經季節性調整),台灣房屋建築工程業類指數,台灣建築貸款年增率,台灣消費者住宅貸款
-6.8417063,-0.24822101,2007/1/2,1062.02,1092.92,1060.42,1086.94,1696752,2959.88,5.88,65.42,0.76,86.88,1.18,3112.18,7.81,-1.2,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.8776603,-0.19189021,2007/1/3,1094.51,1109.15,1087.35,1087.35,1682628,2964.89,4.86,67.51,2.09,87.7,0.8,3120.11,7.76,-0.71,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.7743692,-0.3612655,2007/1/4,1089.72,1092.52,1080.2,1087.19,1207722,2969.7,4.81,67.57,0.06,88.46,0.76,3125.73,5.62,-0.21,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.6447797,-0.54381144,2007/1/5,1080.95,1080.95,1067.09,1068.64,1088326,2965.77,-3.93,67.71,0.14,88.84,0.35,3122.32,-3.44,-0.83,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.5816393,-0.6268629,2007/1/8,1056.78,1057.7,1050.98,1053.94,857978,2959.96,-5.81,67.78,0.07,88.1,-0.74,3115.84,-6.48,-0.05,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.656174,-0.5289949,2007/1/9,1058.44,1064.23,1057.5,1058.94,624613,2958.82,-0.7,68.01,0.23,87.22,-0.88,3114.04,-1.35,0.34,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.5860653,-0.61266816,2007/1/10,1050.05,1050.05,1031.19,1035.29,1177437,2952.9,-5.92,67.9,-0.11,85.48,-1.73,3106.28,-7.76,0.38,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.66303,-0.5098069,2007/1/11,1030.54,1034.84,1021.48,1025.32,882870,2952.62,-0.27,67.64,-0.26,84.45,-1.04,3104.72,-1.57,1.23,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.6804047,-0.4866005,2007/1/12,1033.34,1041.73,1032.62,1041.73,631950,2954.18,1.56,67.42,-0.22,84.74,0.29,3106.34,1.62,0.15,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.5936418,-0.59854555,2007/1/15,1043.71,1043.71,1029.16,1031.44,595420,2951.62,-2.57,66.92,-0.5,83.88,-0.86,3102.42,-3.92,0.62,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.64314,-0.53169036,2007/1/16,1028.23,1038.15,1028.16,1037.43,555643,2964.94,0.56,66.44,-0.48,84.04,0.16,3115.42,0.24,0.11,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.6089935,-0.5764886,2007/1/17,1033.52,1041.12,1030.23,1034.16,577619,2962.47,-2.47,66.19,-0.25,84.41,0.37,3113.07,-2.35,-0.61,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.614929,-0.5715786,2007/1/18,1032.72,1046.98,1023.26,1046.98,784840,2959.67,-2.81,65.74,-0.45,84.95,0.54,3110.36,-2.71,-0.28,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.640311,-0.53866637,2007/1/19,1045.13,1052.48,1042.6,1042.6,575902,2959.0,0.14,65.26,-0.48,84.32,-0.64,3108.57,-0.98,0.87,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.652953,-0.5242902,2007/1/22,1047.76,1055.76,1033.38,1053.36,753250,2957.93,-1.07,65.03,-0.22,84.25,-0.07,3107.21,-1.36,0.24,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.6419287,-0.54060924,2007/1/23,1052.88,1053.87,1047.92,1052.82,478603,2984.43,-0.16,64.74,-0.29,85.35,1.1,3134.52,0.65,-0.79,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.7310514,-0.42104504,2007/1/24,1058.77,1066.7,1057.46,1066.7,817541,2988.01,3.59,64.84,0.1,86.31,0.96,3139.17,4.65,-0.65,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.7016153,-0.46265706,2007/1/25,1065.51,1065.51,1057.73,1058.45,464321,2991.35,3.33,64.79,-0.05,86.45,0.13,3142.58,3.41,0.53,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.615202,-0.57899404,2007/1/26,1051.15,1057.96,1044.15,1045.51,509650,2989.72,-1.63,64.65,-0.14,86.35,-0.1,3140.71,-1.87,-0.25,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.5721645,-0.6329986,2007/1/29,1044.46,1048.63,1033.33,1034.66,429126,2986.32,-3.4,64.39,-0.26,85.65,-0.7,3136.36,-4.35,0.3,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.6454606,-0.5346035,2007/1/30,1035.99,1042.85,1033.84,1037.49,437389,2985.27,-1.05,64.65,0.26,85.59,-0.06,3135.51,-0.86,0.19,7.970183,-40.83,3.94,102.93,28.308517,4377090
-6.5757394,-0.625363,2007/1/31,1042.38,1043.01,1029.01,1036.7,557533,2979.65,-5.62,64.86,0.21,84.87,-0.1,3129.38,-5.51,-0.43,7.970183,-40.83,3.94,102.93,28.308517,4377090
-5.818799,-1.5763127,2007/2/1,1041.25,1045.67,1040.06,1040.35,493365,2978.56,-1.09,64.92,0.06,84.88,0.01,3128.36,-1.02,0.69,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.874313,-1.5072626,2007/2/2,1044.61,1054.33,1044.61,1050.89,640401,2981.68,3.12,65.08,0.15,85.28,0.4,3132.03,3.67,0.42,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.816821,-1.5675503,2007/2/5,1051.2,1051.27,1045.96,1046.64,530736,2981.02,-0.66,65.06,-0.02,85.34,0.07,3131.42,-0.61,0.13,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.840823,-1.5421203,2007/2/6,1048.22,1056.03,1043.64,1056.03,558182,2983.95,2.93,64.71,-0.35,85.53,0.18,3134.19,2.77,0.33,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.826581,-1.5589691,2007/2/7,1054.44,1054.44,1047.81,1048.84,498090,2984.46,0.51,64.57,-0.14,85.51,-0.02,3134.54,0.35,0.56,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.8287463,-1.5556675,2007/2/8,1050.42,1052.06,1040.19,1049.46,502889,2986.31,1.85,64.33,-0.24,85.0,-0.5,3135.64,1.1,0.71,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.8488646,-1.5285223,2007/2/9,1047.68,1053.87,1045.06,1051.98,504696,2989.42,3.11,64.33,0.01,85.23,0.22,3138.97,3.34,0.15,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.791996,-1.5971091,2007/2/12,1047.35,1048.15,1039.0,1045.72,441070,2988.33,-1.09,64.16,-0.17,85.08,-0.15,3137.57,-1.41,-0.26,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.7937317,-1.5933673,2007/2/13,1046.68,1047.49,1040.2,1042.32,485861,2985.95,-2.38,64.25,0.09,85.18,0.1,3135.38,-2.19,-0.55,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.8002486,-1.5855176,2007/2/14,1047.77,1047.77,1041.17,1044.4,622594,2991.2,-2.67,64.31,0.06,85.15,-0.04,3140.66,-2.65,-0.34,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.838893,-1.5248021,2007/2/26,1054.07,1055.16,1039.2,1041.26,1027795,2990.03,-1.42,64.67,0.37,84.67,-0.48,3139.37,-1.52,-0.54,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-5.7747974,-1.5860711,2007/2/27,1037.06,1039.11,1031.39,1031.39,778680,2984.99,-5.04,64.99,0.32,83.46,-0.47,3133.44,-5.19,-1.68,-12.198303999999998,90.58,3.91,91.43,30.546432,4393371
-6.6025915,-0.56953824,2007/3/1,1012.26,1017.08,997.61,998.85,1028715,2961.5,-18.0,64.6,-0.28,80.24,-1.43,3106.35,-19.71,-3.06,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.654541,-0.5306039,2007/3/2,995.96,997.56,992.1,995.94,688667,2968.69,-10.9,63.82,-0.79,80.19,-0.06,3112.69,-11.74,-2.73,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.7067103,-0.48535034,2007/3/3,995.18,996.91,986.72,991.87,409114,2944.01,-6.6,63.13,-0.68,79.53,-0.66,3086.67,-7.94,-0.56,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.7109604,-0.4628534,2007/3/5,986.23,986.23,955.61,957.86,922502,2932.49,-11.51,62.97,-0.17,78.94,-0.59,3074.4,-12.27,-0.97,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.6687326,-0.51757,2007/3/6,962.87,969.93,960.68,969.93,740547,2922.09,-10.19,61.96,-1.01,79.12,0.18,3063.17,-11.01,-1.73,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.635629,-0.55243206,2007/3/7,974.97,974.97,956.45,960.49,795103,2910.15,-11.94,60.54,-1.43,78.76,-0.36,3049.44,-13.73,-1.31,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.744768,-0.43392834,2007/3/8,965.8,970.88,961.73,970.72,493313,2907.31,-2.84,59.45,-1.08,78.76,0.0,3045.52,-3.92,-0.55,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.795598,-0.36843726,2007/3/9,973.25,975.41,966.45,973.13,466287,2904.19,-3.11,59.3,-0.15,78.85,0.1,3042.35,-3.17,0.02,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.7980437,-0.3706282,2007/3/12,975.35,975.35,969.79,973.27,330673,2904.74,0.54,58.66,-0.64,78.25,-0.6,3041.65,-0.69,0.57,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.7822695,-0.3748978,2007/3/13,974.22,974.54,967.82,969.17,440014,2901.68,-3.06,58.31,-0.36,78.03,-0.23,3038.01,-3.64,-0.15,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.613381,-0.5585778,2007/3/14,956.54,956.54,943.24,945.28,933786,2889.24,-12.45,56.57,-1.74,77.08,-0.94,3022.89,-15.13,-1.45,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.782217,-0.3752677,2007/3/15,951.5,960.24,951.41,959.81,524772,2891.18,0.03,55.47,-1.09,76.85,-0.24,3023.5,-1.3,-0.15,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.8926764,-0.2346122,2007/3/16,961.7,973.68,961.66,969.22,690698,2895.15,3.97,55.16,-0.31,77.34,0.49,3027.64,4.15,0.27,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.864149,-0.27516052,2007/3/19,971.8,977.17,969.6,974.38,554548,2898.97,3.8,54.59,-0.57,77.32,-0.01,3030.89,3.23,0.33,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.8377037,-0.30509278,2007/3/20,979.9,985.81,979.9,980.62,724866,2899.56,0.59,53.93,-0.66,77.46,0.13,3030.95,0.05,-0.24,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.843501,-0.29043683,2007/3/21,982.7,983.51,978.35,981.71,374173,2751.32,0.6,53.29,-0.39,77.46,0.02,2882.08,0.22,0.31,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.927158,-0.1806533,2007/3/22,988.91,994.9,988.17,988.49,823644,2755.68,4.32,52.99,-0.3,77.31,-0.16,2885.98,3.86,0.74,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.9288397,-0.17862055,2007/3/23,990.6,996.09,985.36,992.22,528842,2760.99,5.31,53.0,0.01,77.48,0.17,2891.47,5.49,0.55,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.819469,-0.31202015,2007/3/26,991.8,993.3,980.77,983.02,396589,2760.21,-0.78,52.47,-0.54,77.77,0.29,2890.44,-1.03,-0.62,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.861846,-0.2649406,2007/3/27,982.85,992.94,980.95,982.46,493343,2762.11,1.9,51.94,-0.52,77.57,-0.2,2891.63,1.18,0.59,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.7809243,-0.3465769,2007/3/28,982.57,984.46,972.29,975.0,465442,2756.82,-5.29,51.76,-0.18,77.3,-0.27,2885.89,-5.74,-0.79,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.831809,-0.28970453,2007/3/29,973.81,980.92,970.64,977.75,688632,2755.27,-1.55,51.35,-0.42,76.7,-0.6,2883.32,-2.57,0.04,-1.708959,1.55,3.94,89.29,33.337635,4405421
-6.8455725,-0.3107308,2007/3/30,982.26,985.98,974.87,985.98,467289,2998.4,2.65,53.76,-0.37,77.82,-0.56,3129.99,1.72,1.14,-1.708959,1.55,3.94,89.29,33.337635,4405421
-7.0161705,0.018557817,2007/4/2,980.83,983.16,976.34,976.92,387141,2996.96,-1.45,53.58,-0.18,77.58,-0.24,3128.12,-1.87,0.1,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.051613,0.049404293,2007/4/3,977.89,988.83,977.19,988.53,627156,2998.76,1.8,53.18,-0.39,77.58,0.0,3129.53,1.41,0.12,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.131857,0.12787464,2007/4/4,997.53,1007.89,997.48,1003.79,1071592,3006.8,8.04,52.85,-0.33,77.81,0.22,3137.45,7.93,1.1,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0944014,0.09036389,2007/4/9,1008.52,1014.6,1006.47,1008.06,662853,3012.11,5.31,52.57,-0.29,78.21,0.41,3142.89,5.44,0.42,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0792184,0.0750052,2007/4/10,1007.2,1007.59,999.59,1006.06,526889,3017.15,5.05,52.38,-0.18,78.34,0.13,3147.87,4.99,0.06,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0734334,0.07778159,2007/4/11,1010.1,1014.3,1005.21,1007.11,651015,3019.88,2.73,52.2,-0.18,78.45,0.11,3150.53,2.66,-0.08,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.032696,0.044987112,2007/4/12,1000.94,1001.38,996.72,998.11,692260,3019.82,-0.06,51.75,-0.46,78.48,0.04,3150.06,-0.47,-1.04,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0080214,0.015785962,2007/4/13,995.88,999.29,987.16,988.66,581740,3016.77,-3.06,51.43,-0.32,78.31,-0.17,3146.5,-3.55,-0.37,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.010599,0.010001928,2007/4/14,988.22,990.99,985.16,988.98,246799,3016.94,0.17,51.23,-0.2,77.74,-0.57,3145.92,-0.59,0.0,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0320516,0.0412561,2007/4/16,992.45,994.0,983.92,989.55,568669,3021.54,-0.31,51.06,-0.18,77.48,-0.26,3150.08,-0.74,-0.43,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.1047273,0.10596529,2007/4/17,995.2,1001.9,989.61,989.61,833049,3027.71,6.17,50.93,-0.13,77.96,0.47,3156.6,6.52,0.07,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0385227,0.03832224,2007/4/18,993.11,994.65,990.92,993.06,397210,3028.97,1.26,50.85,-0.08,77.71,-0.25,3157.53,0.93,-0.02,1.390498,0.25,3.96,82.26,34.492722,4418519
-6.9535217,-0.0025227964,2007/4/19,988.27,988.27,971.18,973.61,862930,3017.55,-11.43,51.2,0.35,76.36,-1.38,3145.11,-12.45,-1.18,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.050204,0.07305637,2007/4/20,975.26,977.35,971.14,977.35,566133,3017.82,-3.12,52.35,1.06,77.75,-0.31,3147.91,-2.37,-0.24,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0814285,0.06813124,2007/4/23,983.01,987.67,981.15,982.33,628203,3026.6,7.86,51.75,-0.59,76.85,-0.9,3155.21,6.37,1.08,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.024223,0.041992456,2007/4/24,978.59,981.97,976.46,979.36,568249,3026.09,-0.49,51.56,-0.19,76.71,-0.14,3154.36,-0.82,-0.99,1.390498,0.25,3.96,82.26,34.492722,4418519
-6.989769,-0.0015344322,2007/4/25,977.43,977.55,971.03,971.03,456828,3023.24,-2.86,51.15,-0.41,76.49,-0.24,3150.88,-3.5,-0.49,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.032982,0.036868602,2007/4/26,978.11,979.47,975.42,975.42,505436,3023.61,0.4,50.94,-0.21,76.05,-0.46,3150.6,-0.28,0.25,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0027523,0.0058256686,2007/4/27,978.02,979.37,970.07,970.07,361573,3021.48,-2.13,50.69,-0.25,75.68,-0.38,3147.86,-2.77,0.25,1.390498,0.25,3.96,82.26,34.492722,4418519
-6.991325,0.0037222207,2007/4/30,973.67,973.67,957.34,963.02,524310,3017.61,-3.87,50.5,-0.19,77.38,-0.47,3145.49,-4.54,-0.41,1.390498,0.25,3.96,82.26,34.492722,4418519
-7.0703583,0.18360385,2007/5/2,962.03,965.84,960.11,960.11,394783,3017.7,-0.18,50.47,-0.03,77.03,-0.35,3145.19,-0.56,0.26,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.112915,0.22747609,2007/5/3,967.93,975.62,966.61,969.23,857402,3019.66,1.96,50.39,-0.07,76.74,-0.29,3146.79,1.6,0.83,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.1689396,0.27134958,2007/5/4,977.3,993.25,977.3,991.98,1130513,3028.71,9.05,50.45,0.06,77.06,0.32,3156.23,9.43,1.95,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.1188745,0.22824785,2007/5/7,998.04,998.04,991.42,992.48,589902,3031.88,3.18,50.52,0.06,77.05,-0.01,3159.45,3.23,0.68,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.062683,0.16868022,2007/5/8,992.23,993.32,985.91,986.19,392545,3032.19,0.31,49.9,-0.62,76.96,-0.09,3159.04,-0.4,0.14,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0698276,0.18665561,2007/5/9,984.03,987.29,979.95,982.02,451708,3032.05,-0.16,49.64,-0.25,77.03,0.07,3158.73,-0.34,-0.47,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.115848,0.21970472,2007/5/10,986.62,988.27,979.73,981.66,590054,3037.26,5.21,49.24,-0.4,76.37,-0.66,3162.87,4.15,1.17,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.027625,0.15381536,2007/5/11,976.18,977.56,970.73,973.11,425392,3033.0,-4.26,48.9,-0.34,76.05,-0.33,3157.95,-4.93,-0.28,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.1038375,0.2203233,2007/5/14,975.96,977.2,973.27,974.78,501671,3034.9,1.88,49.0,0.1,75.96,-0.1,3159.86,1.88,0.55,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0694966,0.19303891,2007/5/15,975.44,975.44,967.71,968.82,436472,3034.15,-1.23,48.96,-0.04,75.97,0.0,3159.07,-1.27,-0.18,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0572004,0.18253413,2007/5/16,973.31,974.64,969.86,970.47,374010,3032.43,-1.87,48.95,-0.02,75.9,-0.07,3157.27,-1.96,-0.4,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0725584,0.19834116,2007/5/17,972.29,977.0,970.73,971.0,445029,3031.59,-0.86,48.95,0.0,75.77,-0.14,3156.3,-0.99,-0.04,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.056181,0.18685982,2007/5/18,971.01,972.08,962.27,965.71,461262,3029.11,-2.58,48.95,0.01,75.65,-0.14,3153.71,-2.71,-0.28,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0909147,0.21314344,2007/5/21,967.91,975.18,963.82,972.02,461303,3031.01,1.9,48.86,-0.09,76.0,0.34,3155.86,2.15,-0.3,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.10089,0.23680726,2007/5/22,972.08,973.31,969.27,971.32,571224,3031.46,0.45,49.28,0.42,76.17,0.18,3156.91,1.05,-0.48,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.136552,0.24639216,2007/5/23,977.98,985.47,977.3,985.43,770720,3037.0,5.55,49.12,-0.17,76.27,0.1,3162.39,5.48,1.52,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.1006336,0.22419235,2007/5/24,988.02,988.88,982.5,982.88,471051,3038.67,1.69,49.18,0.06,76.19,-0.08,3164.05,1.67,0.21,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0413413,0.18357393,2007/5/25,976.59,976.59,968.91,970.01,431940,3034.45,-4.22,49.26,0.08,76.33,0.14,3160.05,-4.0,-1.04,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.077317,0.19923761,2007/5/28,970.77,971.22,965.89,966.81,332478,3036.6,1.12,49.21,-0.05,76.16,-0.21,3161.97,0.86,0.12,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.084807,0.21180752,2007/5/29,968.54,975.14,968.16,971.43,508024,3037.57,0.98,49.13,-0.08,76.26,0.06,3162.97,0.95,-0.23,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.0399923,0.17722371,2007/5/30,966.07,968.03,958.87,964.24,610249,3033.67,-3.91,48.97,-0.16,75.94,-0.43,3158.58,-4.49,-0.28,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.014103,0.1784527,2007/5/31,967.75,968.99,950.58,950.58,779673,3025.96,-7.68,48.91,-0.07,77.51,0.54,3152.38,-7.21,-2.08,2.829162,0.53,3.95,119.79,34.147698,4468022
-7.162019,0.33300832,2007/6/1,961.56,965.14,959.74,964.69,707792,3026.8,0.7,48.86,-0.04,77.71,0.2,3153.37,0.85,-0.28,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.156161,0.32046506,2007/6/4,968.76,969.3,960.14,960.45,576216,3029.56,2.02,48.66,-0.21,77.35,-0.36,3155.56,1.46,0.12,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.1336184,0.30941156,2007/6/5,965.39,965.39,955.78,960.08,662965,3028.69,-0.93,48.2,-0.46,76.98,-0.38,3153.86,-1.76,-0.16,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.1532917,0.3283843,2007/6/6,962.38,967.16,962.35,962.35,742958,3029.83,1.16,47.71,-0.48,76.29,-0.69,3153.83,-0.01,0.2,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.149235,0.34261277,2007/6/7,962.55,966.91,959.72,963.17,600597,3021.25,-0.89,47.72,0.01,75.64,-0.65,3144.61,-1.53,-0.17,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.120943,0.31665227,2007/6/8,957.79,962.35,954.71,962.35,529935,3015.67,-3.82,47.67,-0.06,75.44,-0.2,3138.78,-4.08,-0.66,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.2379293,0.4047853,2007/6/11,963.08,964.58,960.23,962.06,958133,3014.88,14.15,47.62,-0.05,75.5,0.07,3138.0,14.16,-0.29,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.1714544,0.36201963,2007/6/12,964.93,968.13,962.09,965.25,787945,2993.93,-0.25,47.46,-0.15,75.5,-0.01,3116.9,-0.41,0.27,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.1767817,0.35102835,2007/6/13,966.18,970.16,963.51,967.99,618796,2996.43,2.47,47.35,-0.11,75.47,-0.03,3119.25,2.32,0.37,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.245778,0.39980444,2007/6/14,976.2,985.14,975.13,985.14,1162750,3013.43,11.31,47.08,-0.28,74.16,-1.31,3134.67,9.71,3.51,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.280174,0.44814476,2007/6/15,997.65,1015.72,997.65,1012.87,2105504,3063.53,28.83,47.54,0.46,74.27,0.11,3185.34,29.39,5.16,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.280845,0.53281486,2007/6/20,1027.18,1057.68,1027.18,1057.22,3485757,3097.56,34.02,47.76,0.19,75.6,1.34,3220.92,35.55,4.11,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.2907166,0.47171566,2007/6/21,1060.67,1060.67,1039.33,1053.71,2100076,3124.24,27.04,48.24,0.48,76.46,0.86,3248.94,28.38,3.43,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.2027655,0.42510572,2007/6/22,1055.1,1057.14,1038.83,1043.27,1238500,3125.02,0.81,48.42,0.18,76.78,0.31,3250.22,1.3,-2.0,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.1746664,0.3499771,2007/6/23,1041.5,1044.83,1036.31,1037.73,537959,3125.33,0.38,48.68,0.26,76.49,-0.28,3250.5,0.35,0.14,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.242279,0.43929324,2007/6/25,1048.3,1065.22,1048.3,1054.46,1706194,3133.52,8.21,47.77,-0.91,77.05,0.56,3258.34,7.85,-0.6,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.266068,0.4533805,2007/6/26,1061.67,1070.13,1057.55,1057.94,1439785,3141.32,7.79,48.56,0.79,76.51,-0.54,3266.38,8.05,1.69,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.204628,0.3883579,2007/6/27,1056.93,1056.93,1039.45,1042.84,980580,3144.12,2.8,48.63,0.08,76.89,0.38,3269.64,3.25,-0.63,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.214346,0.37359115,2007/6/28,1050.16,1056.75,1045.26,1056.75,836312,3150.21,6.1,48.62,-0.02,76.95,0.07,3275.78,6.15,0.54,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.192168,0.37592188,2007/6/29,1058.26,1058.3,1043.23,1047.43,994320,3151.12,0.92,45.52,-0.01,78.22,-0.01,3274.86,0.9,-0.33,-5.766151,3.74,3.9,122.66,32.930884000000006,4494320
-7.2135763,0.37499455,2007/7/2,1053.3,1056.2,1047.85,1056.2,802021,3150.26,1.54,45.52,0.0,77.76,-0.46,3273.53,1.08,0.8,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.2713704,0.45478466,2007/7/3,1063.56,1068.19,1061.67,1065.79,1262608,3155.61,5.45,46.58,1.06,78.33,0.58,3280.52,7.09,-0.05,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.267904,0.4315808,2007/7/4,1072.38,1079.52,1067.39,1071.85,1265763,3163.44,7.82,46.68,0.1,79.11,0.78,3289.24,8.7,0.75,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.3007917,0.497183,2007/7/5,1074.55,1077.37,1068.11,1077.37,1135999,3168.54,5.09,50.51,3.83,78.76,-0.36,3297.8,8.56,1.22,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.2678466,0.47994813,2007/7/6,1081.15,1091.31,1076.16,1081.68,1481452,3172.41,3.87,51.52,1.01,79.11,0.35,3303.04,5.24,-0.82,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.268189,0.5189953,2007/7/9,1089.74,1120.5,1089.74,1120.5,2077876,3175.29,2.93,51.93,0.41,80.14,0.95,3307.36,4.28,-2.28,2.614379,4.59,3.87,113.59,34.294326,4526910
-7.2688837,0.4963046,2007/7/10,1125.48,1125.48,1113.43,1122.98,1720512,3177.14,1.85,52.48,0.55,80.21,0.05,3309.83,2.46,-0.04,2.614379,4.59,3.87,113.59,34.294326,4526910
