latent_dim1,latent_dim2,door_open/min (ratio),door_move/min (ratio),door_error/min (ratio),door_close/min (ratio),x,y,z,pressure,pressure_base,temparature(°C),size
1.5902209,1.3225119,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.0063500092,-0.13926333,0.10661209,-0.14722551,-0.363878,1.414363,1.0
0.93525916,-4.3872604,2.2733052,-0.41563052,-0.09949921,-1.9830053,0.029583003,0.16317241,-0.22046551,-0.17429996,-0.37990075,0.52318496,1.0
0.73824596,2.2760024,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.0254112,-0.109932095,0.24912997,0.54437107,0.2914344,-0.4690338,1.0
2.5273347,3.7033765,-0.52761364,0.07396077,-0.09949921,0.4901951,0.014852937,-0.14802381,-0.025301894,-0.679003,-1.0641491,-1.8523816,1.0
1.7499876,1.3650552,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.006167012,-0.10976158,0.09768929,-0.43758217,-0.3259806,1.4398133,1.0
0.243935,2.05862,-0.012180213,0.017815799,-0.09949921,0.022472853,-0.026686627,-0.05497818,0.25230396,0.79367465,0.9753805,-0.38567358,1.0
2.2948139,2.173233,0.43589616,0.6371285,-0.09949921,-0.6320123,-0.14904213,0.20213938,0.13812418,-0.8790975,-0.7465017,0.50236046,1.0
0.3496802,2.5269384,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.06038941,-0.08679977,0.08549023,0.8185629,0.5690034,-1.0644833,1.0
1.6567107,2.021842,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.16233431,0.23000585,0.024306716,-0.4423118,-0.13532735,0.3717613,1.0
1.7740697,2.8761046,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.0089613125,-0.13500135,0.12262703,-0.20847934,-0.55997294,-0.9320682,1.0
0.3202719,1.4275802,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.08097066,-0.11640229,-0.19007993,0.81629276,0.5750929,0.585558,1.0
0.8205896,1.8600116,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.082317315,-0.19662479,0.029088603,0.49717999,0.14964837,0.122239634,1.0
-0.12958936,2.608953,-0.233134,0.2903373,-0.09949921,0.13079318,-0.018066492,-0.08372108,0.1603548,1.1333244,0.97918105,-1.1464978,1.0
1.7567242,1.369039,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.15443686,0.21299303,0.013840117,-0.18266612,-0.5659113,1.6985744,1.0
0.62523824,-4.339686,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.04471261,0.21778321,-0.041738693,0.8651865,0.4988446,0.03204734,1.0
1.4391018,0.72423774,-0.35874394,-0.41563052,0.86662877,0.34147143,-0.13372564,0.5153608,-0.03004105,0.20652908,0.5139388,1.4819118,1.0
2.5879698,1.7677207,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.00073696696,-0.08476738,0.2291155,-1.0114007,-0.9289924,1.1629425,1.0
2.6813383,2.203158,0.33089837,0.8928384,-0.09949921,-0.6273634,-0.10466674,0.21827286,-0.012475945,-1.2712146,-1.2073604,0.73607665,1.0
2.9237854,3.856365,-0.28739926,0.58695716,-0.09949921,0.07217696,0.03495398,-0.1402332,-0.0920642,-1.1305242,-1.264822,-1.7297148,1.0
2.3382807,2.0548491,-0.088584445,0.49935648,-0.09949921,-0.08376789,-0.10087128,0.19057521,-0.029517809,-0.7931445,-0.8525929,0.65535164,1.0
0.54391026,2.054772,0.26919678,0.82707274,-0.09949921,-0.5444792,0.007289179,-0.12891586,0.011543047,0.45539117,0.4069406,-0.19302674,1.0
0.7146421,-4.39043,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.028542796,0.19855917,0.025326375,0.23642027,0.37450647,0.022766357,1.0
-4.053248,-1.4104593,-0.17980553,5.8513823,-0.09949921,-1.9830053,-0.0057396903,-0.10740544,0.19712563,0.33305168,0.36273775,-0.24804418,1.0
0.9251052,2.125271,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.0023037598,-0.08899472,0.09719697,0.13308331,0.3733188,-0.1757336,1.0
0.8732188,1.0972011,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.1398312,0.2447099,-0.14241016,0.38886118,0.16668601,1.7455739,1.0
-4.866857,-1.7848642,-0.6209776,6.9784536,-0.09949921,-1.9830053,-0.0032149907,-0.116284356,-0.060656674,0.79531425,0.5831907,0.7902808,1.0
-0.035457745,2.0653076,-0.10228895,0.52519375,-0.09949921,-0.0803643,-0.00995906,-0.099047564,-0.014254777,1.1149945,1.0144656,-0.2851888,1.0
-4.55743,-1.2335165,-0.3663199,6.327874,-0.09949921,-1.9830053,0.012341853,-0.12759481,0.09643415,0.8662375,0.6508662,-0.6826353,1.0
1.2011031,2.4640594,0.09528428,0.60510164,-0.09949921,-0.29728115,-0.20434116,0.23848513,-0.14878267,0.0775891,0.07964069,-0.41026613,1.0
0.8024836,2.1813772,0.2087493,0.6192919,-0.09949921,-0.41009375,0.13736053,-0.15674418,0.14823028,0.33197963,0.35286927,-0.19920222,1.0
-0.37585217,2.0831807,-0.40022722,0.5744248,-0.09949921,0.18377057,0.005268725,-0.10362535,0.10255209,1.3039061,1.1248108,-0.28704026,1.0
1.3037014,2.29862,-0.08296981,0.2843258,-0.09949921,-0.009309419,-0.024908751,-0.06810534,0.2387361,0.017512416,0.044550467,-0.2181043,1.0
0.4213919,1.3999803,-0.61611325,-0.20437099,-0.09949921,0.67734563,0.010903107,-0.0949072,0.036389858,0.7314959,0.58427036,0.674446,1.0
0.2949563,3.3494625,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.046784125,-0.09453136,0.043655198,0.6095978,0.8523596,-2.2882001,1.0
2.57805,4.1771097,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.11571957,0.23796622,0.2696395,-0.7698748,-1.0551444,-2.3704987,1.0
2.8007786,2.3430505,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.13698614,0.26873466,-0.13743553,-1.1688446,-1.0836269,0.42859176,1.0
0.90640116,1.107719,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.0880098,0.5151894,-0.17024639,-0.0010276961,0.45986745,1.7023572,1.0
1.0625905,1.1992412,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.15032846,0.22070934,0.05294985,0.28371647,0.04275817,1.3290892,1.0
0.43478578,2.2578628,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.001712313,-0.099615574,0.22533782,0.47599128,0.81772286,-0.5582176,1.0
-0.108391985,1.6006048,-0.046944845,0.8043934,-0.09949921,-0.23641036,0.025689222,-0.14142047,-0.15312997,1.2582074,1.2318953,0.45100155,1.0
2.3928347,2.420041,0.13299525,0.8022187,-0.09949921,-0.4061594,-0.008585381,-0.13881081,0.1230298,-0.948234,-0.99301857,0.27828014,1.0
0.95384353,3.1317146,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.0009682762,-0.093069986,0.30099973,0.67955416,-0.15867046,-1.6570374,1.0
1.2936236,2.4190593,-0.2993906,0.0324958,-0.09949921,0.28925848,-0.13047293,0.2184153,0.14696014,0.10146843,0.047573626,-0.47090894,1.0
0.78220946,-4.3445463,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.026669638,0.205694,-0.02292345,0.11103278,0.18374525,0.19322225,1.0
0.8126585,1.0765333,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.15995458,0.50101113,-0.043218855,0.2132977,0.50655365,1.5859072,1.0
0.627359,-4.3090334,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.04444373,0.23506719,-0.0647303,0.84250534,0.4951952,0.18597907,1.0
0.8516713,-4.0417237,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.024036996,0.17144135,0.009842406,-0.055533946,-0.03891025,1.3256406,1.0
0.7948418,1.0718235,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.1590997,0.5142924,-0.17996563,0.16629577,0.5125136,1.4928491,1.0
1.8672277,1.3954347,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.0017735796,-0.13837361,0.13384916,-0.5412975,-0.40108442,1.6016506,1.0
2.5121067,3.557256,-0.06286505,0.8335406,-0.09949921,-0.2321346,0.029077902,-0.15959759,-0.1922197,-1.0133556,-0.985547,-1.4077612,1.0
1.2560202,1.451549,0.1079929,0.3844756,-0.09949921,-0.22747062,0.008537071,-0.12779467,-0.046590135,0.13285209,-0.08738873,1.0008774,1.0
1.5834811,0.24876773,-0.19419353,-0.41563052,1.4831272,0.07682671,-0.1642997,-0.0049122362,-0.11587408,0.7306761,0.59733474,0.4393811,1.0
0.8066242,1.6485933,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.01075669,-0.11659694,0.037130848,0.51237786,0.17204131,0.46793976,1.0
1.0572317,1.9319267,-0.6209776,-0.28029788,-0.09949921,0.71012646,-0.2017572,0.22264001,-0.038817465,0.36353144,-0.027357474,0.21549897,1.0
0.87689614,2.3563976,-0.10535747,0.49154282,-0.09949921,-0.06497058,-0.034509536,-0.10888247,-0.06003979,0.29077938,0.25925937,-0.4429625,1.0
-0.3650294,1.8362887,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.017715093,-0.102041654,0.11115622,1.3873155,1.1634856,-0.28079674,1.0
0.6675991,1.0992398,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.15123475,0.21864219,-0.035773497,0.63795453,0.2789531,1.291214,1.0
0.015671372,1.9918647,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.024901919,-0.0899932,0.094857164,0.8734896,1.0364051,-0.37552306,1.0
2.7420814,3.7079153,-0.043100484,0.5977719,-0.09949921,-0.1633938,-0.11267855,0.0026972047,0.20407549,-0.99996555,-1.0837349,-1.4709506,1.0
0.820247,2.0496798,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.009475507,-0.09582947,0.14925903,0.39434755,0.2914344,-0.10465041,1.0
1.1732439,1.216687,-0.37537292,0.027276332,-0.09949921,0.36321464,0.033291917,-0.12059285,-0.26981002,0.1979527,-0.005439587,1.769773,1.0
1.2652146,1.6038206,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.02861191,-0.11658062,0.011282564,-0.19988194,0.1563209,0.72779536,1.0
0.0443251,1.4934171,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.16538852,0.20709182,-0.01979811,1.1478286,0.7833452,0.44643205,1.0
0.44217634,2.0441473,-0.015765026,0.6068229,-0.09949921,-0.19266184,-0.164885,0.22797981,-0.017696971,0.6675304,0.52909774,-0.017812042,1.0
1.786063,1.3729812,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.14020458,0.22435105,0.015881704,-0.26988032,-0.53153366,1.8874208,1.0
3.5544217,2.9482152,-0.019005332,0.26103273,-0.09949921,-0.06129589,-0.18136549,0.17581984,0.18214127,-1.516419,-1.6732937,-0.18507372,1.0
0.50127393,1.3345883,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.005863925,-0.09555182,0.039304264,0.70921415,0.45051727,0.8158641,1.0
0.5493482,2.5420806,0.11264264,0.73969513,-0.09949921,-0.36367092,0.035507236,-0.07692771,0.05930691,0.49791571,0.46025616,-0.7254349,1.0
0.9986324,2.2146637,-0.3663199,0.022259403,-0.09949921,0.35649526,0.011321825,-0.091550864,0.54679435,0.17794114,0.38245305,-0.17308949,1.0
2.366252,2.438561,0.44302514,0.34497505,-0.09949921,-0.5303751,-0.16733561,0.20464298,-0.15636896,-0.6422591,-0.6562605,-0.3389966,1.0
2.3057663,0.0044263005,-0.26766217,-0.41563052,2.294731,0.003395117,-0.16804253,0.0045514265,0.084442385,0.44099212,0.5242607,0.37350333,1.0
0.8149235,2.2758214,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.02289585,-0.10981569,0.16645819,0.40952435,0.2914344,-0.43154317,1.0
0.92738944,-4.458795,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.020211559,0.20950393,-0.3619642,-0.31435978,-0.30641645,0.5514863,1.0
0.3269933,1.223266,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.13701777,0.2280636,-0.103058584,0.8457635,0.5954992,0.9423847,1.0
0.8340056,2.4988265,-0.19330008,0.7277845,-0.09949921,-0.069264345,-0.0010201077,-0.052757494,0.12775032,0.1686921,0.3086664,-0.46860793,1.0
1.5414644,1.3077945,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.053909685,-0.09508338,-0.022308385,-0.1135296,-0.3453936,1.415472,1.0
1.7317823,2.5943098,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.14448811,0.2294286,0.06754781,-0.38114205,-0.2876513,-0.44912615,1.0
1.2716976,4.6071024,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.14104262,0.22118676,0.037393603,-0.055618025,0.07925199,-3.6897345,1.0
4.6413374,2.6466556,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.002461445,-0.14157142,0.09668691,-2.3431778,-2.7543314,0.8111231,1.0
0.72692364,0.6534951,-0.5773452,-0.41563052,0.86501044,0.54895765,-0.19302638,0.49362153,-0.087524615,0.7681978,0.83929527,1.1846602,1.0
0.7167898,-4.296453,2.2733052,-0.41563052,-0.09949921,-1.9830053,0.03740342,0.23705228,-0.49170476,0.24001479,0.044464093,1.8727452,1.0
-0.04204385,1.9166582,-0.3741408,0.46226242,-0.09949921,0.20065883,-0.0013105947,-0.116973095,0.21716283,0.76603264,1.089008,0.020255348,1.0
5.6913304,3.5647671,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.018752463,-0.12367317,0.27839133,-3.144901,-3.463823,-0.04749165,1.0
1.3301935,-3.6992114,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.030618126,0.19271961,-0.07400814,-0.5246282,-0.7623085,2.0836492,1.0
2.1162379,2.3196187,-0.6063106,-0.17832041,-0.09949921,0.6583889,0.036396053,-0.12908693,0.09713605,-0.51207894,-0.72093445,0.049334563,1.0
0.18710992,2.1476653,0.25073534,0.93557274,-0.09949921,-0.56723607,-0.040446945,-0.06485984,0.29491314,0.83144855,0.7928682,-0.06723665,1.0
1.5852731,-3.9512565,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.017058758,0.20982692,0.1219415,-0.589918,-0.95116943,-0.08959913,1.0
0.89986867,-4.0869365,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.026849275,0.1880803,-0.009072391,-0.24837632,-0.11336628,1.1506212,1.0
0.17322147,2.359615,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.0042669917,-0.11268926,0.029841412,0.9969222,0.6605187,-0.8726203,1.0
0.8700463,-3.8531249,2.2733052,-0.41563052,-0.09949921,-1.9830053,-0.044732336,0.2329948,-0.060023423,-0.17442608,-0.04918899,2.1049619,1.0
1.0685234,0.5547079,-0.39759338,-0.41563052,0.918852,0.36908895,-0.22827801,0.32202482,-0.40228406,0.7470721,0.5376274,1.3317184,1.0
-0.5630007,2.2841413,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.009580174,-0.079986185,0.13571846,1.7108216,1.4900513,-1.0569859,1.0
0.17334905,1.1825147,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.030656686,-0.100673445,0.08550978,1.0246062,0.68358105,0.9090998,1.0
0.056835487,1.0872142,-0.6209776,-0.41563052,-0.09949921,0.7603375,-0.16719836,0.5239612,-0.15776865,1.1252736,0.9147014,1.0636231,1.0
2.5295827,2.2752326,-0.01779934,0.34241843,-0.09949921,-0.092634544,-0.051060647,-0.08137571,0.2025826,-0.8359213,-0.9414953,0.35349214,1.0
-0.44454867,1.6584151,-0.6209776,-0.41563052,-0.09949921,0.7603375,0.016566087,-0.09293556,0.10258528,1.6772939,1.4775268,-0.0405738,1.0
