latent_dim1,latent_dim2,日期,小麥芝加哥,CRB,台灣平均工時年增率,台灣平均薪資年增率,台灣失業率(經季節性調整),台灣房屋建築工程業類指數,台灣建築貸款年增率,台灣消費者住宅貸款,台灣核心CPI,台灣CPI,台灣出口物價指數年增率,台灣進口物價指數年增率,台灣GDP,台灣出(入)超,台灣領先指標,台灣M1A(期底)年增率,台灣M1B(期底)年增率,台灣M2(期底)年增率,台灣隔夜拆款利率(月底值),台灣重貼現率 (月底值)
2.0492432,3.6711192,2012/4/13,638.4,306.49,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
2.02014,3.6739368,2012/4/16,623.4,302.85,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
2.0094762,3.6526327,2012/4/17,623.4,302.85,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.9951736,3.6647553,2012/4/18,623.4,302.85,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.9992675,3.670597,2012/4/19,623.4,302.85,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.996123,3.631917,2012/4/20,623.4,302.85,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
2.0329149,3.6304283,2012/4/23,615.6,301.2,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.9897875,3.6584117,2012/4/24,615.6,301.2,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.9969257,3.6406758,2012/4/25,615.6,301.2,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.9586519,3.66954,2012/4/26,615.6,301.2,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.7619534,3.688019,2012/4/27,615.6,301.2,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.5756195,3.5468035,2012/4/30,642.2,305.51,1.577103,1.7,4.21,90.04,9.026099,5267510.0,96.43,96.09,-0.285256,-0.038610000000000005,3576.48,0.68,98.7,4.44,3.38,4.39,0.476,1.875
1.3528256,3.1978412,2012/5/2,642.2,305.51,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5631591,3.2740726,2012/5/3,642.2,305.51,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5158813,3.2748828,2012/5/4,642.2,305.51,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.6224691,3.1832669,2012/5/7,603.6,297.15,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.2709398,3.166406,2012/5/8,603.6,297.15,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5469409,3.2008429,2012/5/9,603.6,297.15,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.4620785,3.2444108,2012/5/10,603.6,297.15,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5173149,3.2179375,2012/5/11,603.6,297.15,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5251846,3.2377179,2012/5/14,592.6,291.8,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.574215,3.185715,2012/5/15,592.6,291.8,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5641392,3.207494,2012/5/16,592.6,291.8,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.590626,3.2124777,2012/5/17,592.6,291.8,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.440393,3.2173338,2012/5/18,592.6,291.8,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.4635519,3.1141434,2012/5/21,695.2,290.43,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5645093,3.153996,2012/5/22,695.2,290.43,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5380898,3.1434922,2012/5/23,695.2,290.43,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5367857,3.1516123,2012/5/24,695.2,290.43,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5463424,3.147488,2012/5/25,695.2,290.43,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5616809,3.196636,2012/5/28,680.0,281.95,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.5079852,3.1897788,2012/5/29,680.0,281.95,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.6409825,3.1559706,2012/5/30,680.0,281.95,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.6333381,3.1752367,2012/5/31,680.0,281.95,1.465003,-0.56,4.25,105.54,9.310592,5290918.0,96.46,96.57,-0.602464,-0.5481600000000001,3576.48,2.26,98.9,6.33,3.82,4.64,0.512,1.875
1.4166552,3.1179798,2012/6/1,680.0,281.95,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.430809,3.0991569,2012/6/4,612.2,268.31,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.348337,3.129798,2012/6/5,612.2,268.31,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3609788,3.111916,2012/6/6,612.2,268.31,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.4219916,3.1141734,2012/6/7,612.2,268.31,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.4370621,3.1166716,2012/6/8,612.2,268.31,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3658267,3.1230416,2012/6/11,630.2,272.88,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.40118,3.0853162,2012/6/12,630.2,272.88,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.4005468,3.08746,2012/6/13,630.2,272.88,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3733263,3.0971,2012/6/14,630.2,272.88,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3550806,3.0917375,2012/6/15,630.2,272.88,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3749286,3.1121366,2012/6/18,609.4,272.23,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.376304,3.1056075,2012/6/19,609.4,272.23,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.408431,3.104603,2012/6/20,609.4,272.23,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3869202,3.1158662,2012/6/21,609.4,272.23,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.41606,3.1021438,2012/6/22,609.4,272.23,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.4229414,3.041957,2012/6/25,673.2,267.97,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3510318,3.0704544,2012/6/26,673.2,267.97,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3423874,3.0738385,2012/6/27,673.2,267.97,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.3654063,3.0637631,2012/6/28,673.2,267.97,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.287577,3.091387,2012/6/29,673.2,267.97,-1.220866,2.48,4.27,102.31,11.490671,5319714.0,96.6,97.19,-0.8929379999999999,-2.546676,3576.48,2.57,98.99,3.63,3.4,4.2,0.513,1.875
1.0173999,2.8224373,2012/7/2,739.0,284.19,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.94734234,2.8422618,2012/7/3,739.0,284.19,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.9690675,2.7985907,2012/7/4,739.0,284.19,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.9492318,2.8342078,2012/7/5,739.0,284.19,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.92973953,2.8037417,2012/7/6,739.0,284.19,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8969367,2.7362545,2012/7/9,791.2,286.92,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.86972326,2.7527022,2012/7/10,791.2,286.92,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8815777,2.7308972,2012/7/11,791.2,286.92,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8714476,2.7117157,2012/7/12,791.2,286.92,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8789914,2.7399595,2012/7/13,791.2,286.92,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8525842,2.7257028,2012/7/16,842.0,293.96,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.85668117,2.703907,2012/7/17,842.0,293.96,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.86846846,2.6870766,2012/7/18,842.0,293.96,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.9050135,2.672184,2012/7/19,842.0,293.96,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8838299,2.6902673,2012/7/20,842.0,293.96,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.80086106,2.577121,2012/7/23,943.2,304.57,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.79452795,2.5892482,2012/7/24,943.2,304.57,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8045039,2.5850854,2012/7/25,943.2,304.57,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.7997323,2.5510733,2012/7/26,943.2,304.57,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.80445564,2.6571147,2012/7/27,943.2,304.57,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.82398003,2.6736252,2012/7/30,898.0,299.6,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.8227167,2.6651866,2012/7/31,898.0,299.6,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711.0,96.68,97.56,-1.226773,-2.075693,3759.32,0.9,99.02,5.38,2.97,3.43,0.445,1.875
0.33945382,1.928545,2012/8/1,898.0,299.6,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.39667815,2.0266633,2012/8/3,898.0,299.6,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.3416165,1.910961,2012/8/6,891.2,300.69,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.3372134,1.8824519,2012/8/7,891.2,300.69,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.35330123,1.9001123,2012/8/8,891.2,300.69,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4709034,2.1909785,2012/8/9,891.2,300.69,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.43043202,2.1280823,2012/8/10,891.2,300.69,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.43166226,2.1552625,2012/8/13,885.2,301.81,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.40060204,2.061897,2012/8/14,885.2,301.81,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.46062726,2.1643627,2012/8/15,885.2,301.81,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4176845,2.1166582,2012/8/16,885.2,301.81,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4664182,2.1620977,2012/8/17,885.2,301.81,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.43188637,2.0804856,2012/8/20,874.4,303.48,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.28248638,1.8636268,2012/8/21,874.4,303.48,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.39741904,2.067089,2012/8/22,874.4,303.48,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.43458563,2.1122158,2012/8/23,874.4,303.48,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.41317677,2.078106,2012/8/24,874.4,303.48,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.42332715,2.116838,2012/8/27,867.4,306.04,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4806295,2.185513,2012/8/28,867.4,306.04,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4543441,2.1230793,2012/8/29,867.4,306.04,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.41141915,2.0997617,2012/8/30,867.4,306.04,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
0.4350292,2.1053205,2012/8/31,867.4,306.04,-2.099738,-4.0,4.27,109.85,10.567565,5365315.0,96.48,98.51,-1.255605,-1.0586950000000002,3759.32,3.31,99.08,2.32,3.15,4.31,0.388,1.875
1.1033796,2.476488,2012/9/3,870.0,309.59,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.5286177,2.1648161,2012/9/4,870.0,309.59,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.51611,2.1714363,2012/9/5,870.0,309.59,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.36925942,1.9401001,2012/9/6,870.0,309.59,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.38144797,1.9575537,2012/9/7,870.0,309.59,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.43879354,2.0120513,2012/9/10,884.6,311.67,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.41991657,2.0315008,2012/9/11,884.6,311.67,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.4428032,2.0246394,2012/9/12,884.6,311.67,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.3968376,1.9883394,2012/9/13,884.6,311.67,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.31733918,1.8754276,2012/9/14,884.6,311.67,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.50622505,2.081841,2012/9/17,897.4,320.93,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.42192727,1.9936292,2012/9/18,897.4,320.93,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.27468807,1.801748,2012/9/19,897.4,320.93,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.28830087,1.8076618,2012/9/20,897.4,320.93,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.39941913,1.9860212,2012/9/21,897.4,320.93,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.42288297,1.9882668,2012/9/24,897.2,308.98,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.33053583,1.8809781,2012/9/25,897.2,308.98,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.35628098,1.9165884,2012/9/26,897.2,308.98,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.4289961,2.045672,2012/9/27,897.2,308.98,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.34744215,1.9417892,2012/9/28,897.2,308.98,-2.960894,1.44,4.28,93.08,9.481569,5373751.0,96.39,98.19,-3.678282,-3.213712,3759.32,4.07,99.24,3.06,3.98,3.71,0.389,1.875
0.31183577,2.0825264,2012/10/1,902.4,309.3,5.362236,0.59,4.28,120.38,9.261934,5385210.0,97.23,98.12,-5.470593,-5.4029370000000005,3808.15,3.25,99.55,4.44,3.86,3.24,0.388,1.875
0.35113186,2.1343603,2012/10/2,902.4,309.3,5.362236,0.59,4.28,120.38,9.261934,5385210.0,97.23,98.12,-5.470593,-5.4029370000000005,3808.15,3.25,99.55,4.44,3.86,3.24,0.388,1.875
0.36939812,2.1519928,2012/10/3,902.4,309.3,5.362236,0.59,4.28,120.38,9.261934,5385210.0,97.23,98.12,-5.470593,-5.4029370000000005,3808.15,3.25,99.55,4.44,3.86,3.24,0.388,1.875
