latent_dim1,latent_dim2,日期,日本M2+CD年增率,日本M1年增率,日本貼現率(月底值),韓國失業率,韓國消費者信心指數,韓國消費者物價指數年增率,韓國PPI,韓國GDP年增率,韓國出口貿易金額,韓國進口貿易金額,韓國M2,道瓊收盤,那斯達克收盤,S&P收盤,日經收盤,韓股收盤,台股收盤
-2.0896769,-6.6858325,2007/1/2,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12463.1,2415.29,1418.3,17225.8,1435.26,7920.8
-2.0945902,-6.62836,2007/1/3,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12474.5,2423.16,1416.6,17225.8,1409.35,7917.3
-2.081793,-6.540221,2007/1/4,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12480.7,2453.43,1418.34,17353.7,1397.29,7934.51
-1.8863198,-6.273552,2007/1/5,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12398.0,2434.25,1409.71,17091.6,1385.76,7835.57
-1.8559538,-6.1041203,2007/1/8,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12423.5,2438.2,1412.84,17091.6,1370.81,7736.71
-1.8780758,-6.178091,2007/1/9,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12416.6,2443.83,1412.11,17237.8,1374.34,7790.01
-1.4563962,-5.258068,2007/1/10,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12442.2,2459.33,1414.85,16942.4,1355.79,7698.52
-1.9682428,-6.2271476,2007/1/11,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12515.0,2484.85,1423.82,16838.2,1365.31,7618.55
-1.9984542,-6.2861476,2007/1/12,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12556.1,2502.82,1430.73,17057.0,1388.37,7761.71
-1.6958348,-5.874092,2007/1/15,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12556.1,2502.82,1430.73,17209.9,1390.96,7783.5
-1.9098579,-6.2719784,2007/1/16,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12582.6,2497.78,1431.9,17202.5,1389.71,7792.08
-2.1742337,-6.6689157,2007/1/17,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12577.1,2479.42,1430.62,17261.3,1379.48,7833.98
-1.9838973,-6.3629827,2007/1/18,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12567.9,2443.21,1426.37,17370.9,1383.21,7895.18
-2.0391474,-6.477417,2007/1/19,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12565.5,2451.31,1430.5,17310.4,1360.56,7840.08
-2.090472,-6.764241,2007/1/22,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12477.2,2431.07,1422.95,17424.2,1363.41,7842.47
-2.1235723,-6.5836515,2007/1/23,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12533.8,2431.41,1427.99,17408.6,1363.09,7852.36
-2.101239,-6.5462904,2007/1/24,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12621.8,2466.28,1440.13,17507.4,1383.06,7935.54
-1.974677,-6.2810383,2007/1/25,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12502.6,2434.24,1423.9,17458.3,1382.36,7923.77
-1.8322834,-6.094896,2007/1/26,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12487.0,2435.49,1422.18,17421.9,1371.33,7821.32
-1.8069738,-6.0224123,2007/1/29,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12490.8,2441.09,1420.62,17470.5,1363.1,7751.79
-1.8989962,-6.1698465,2007/1/30,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12523.3,2448.64,1428.82,17490.2,1370.72,7739.91
-1.8247771,-5.959583,2007/1/31,0.9,-0.1,0.4,3.6,96.1,1.7,100.5,4.5,28093.0,27560.0,1143814.9,12621.7,2463.93,1438.24,17383.4,1360.23,7699.64
-1.0355271,-3.5313625,2007/2/1,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12673.7,2468.38,1445.94,17519.5,1382.9,7701.54
-1.2143906,-3.8068857,2007/2/2,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12653.5,2475.88,1448.39,17547.1,1413.14,7777.03
-1.0155063,-3.5523653,2007/2/5,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12661.7,2470.6,1446.99,17344.8,1417.95,7783.12
-0.9200218,-3.3988972,2007/2/6,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12666.3,2471.49,1448.0,17406.9,1428.58,7875.75
-0.88907844,-3.3712146,2007/2/7,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12666.9,2490.5,1450.02,17292.3,1426.29,7850.06
-0.9034738,-3.3847857,2007/2/8,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12637.6,2488.67,1448.31,17292.5,1423.58,7842.22
-1.7438323,-4.444592,2007/2/9,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12580.8,2459.82,1438.06,17504.3,1427.68,7859.53
-0.91122323,-3.3649292,2007/2/12,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12552.5,2450.38,1433.37,17504.3,1414.29,7776.36
-0.9174523,-3.3926268,2007/2/13,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12654.9,2459.88,1444.26,17621.5,1418.44,7736.83
-0.9226435,-3.3907542,2007/2/14,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12741.9,2488.38,1455.3,17752.6,1436.1,7809.45
-1.3360411,-3.9843392,2007/2/26,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12632.3,2504.52,1449.37,18215.3,1470.03,7900.2
-1.0514888,-3.6362348,2007/2/27,1.0,0.0,0.75,3.7,98.1,2.2,100.6,4.5,26225.0,25406.0,1154108.8,12216.2,2407.86,1399.04,18119.9,1454.6,7901.96
-0.89227426,-3.1730483,2007/3/1,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12234.3,2404.21,1403.17,17453.5,1417.34,7678.67
-1.0652606,-3.5752175,2007/3/2,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12114.1,2368.0,1387.17,17217.9,1414.47,7670.77
-1.0344038,-3.5218885,2007/3/3,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12114.1,2368.0,1387.17,17217.9,1414.47,7630.15
-1.1900982,-3.7628694,2007/3/5,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12050.4,2340.68,1374.12,16642.2,1376.15,7344.56
-1.0970266,-3.6336842,2007/3/6,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12207.6,2385.14,1395.41,16844.5,1402.93,7451.06
-1.0031047,-3.3959124,2007/3/7,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12192.5,2374.64,1391.97,16764.6,1410.95,7480.89
-1.1508063,-3.7363958,2007/3/8,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12260.7,2387.73,1401.89,17090.3,1423.89,7573.87
-1.1849995,-3.7988353,2007/3/9,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12276.3,2387.55,1402.85,17164.0,1423.58,7568.2
-1.104636,-3.6400251,2007/3/12,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12318.6,2402.29,1406.6,17292.4,1441.33,7629.15
-1.0327187,-3.4265277,2007/3/13,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12076.0,2350.57,1377.95,17178.8,1436.05,7684.0
-1.0199598,-3.4160657,2007/3/14,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12133.4,2371.74,1387.17,16676.9,1407.37,7570.27
-1.1186417,-3.6520753,2007/3/15,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12159.7,2378.7,1392.28,16860.4,1426.93,7695.96
-1.2373792,-3.8459873,2007/3/16,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12110.4,2372.66,1386.95,16744.2,1427.88,7719.8
-1.1442287,-3.6976209,2007/3/19,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12226.2,2394.41,1402.06,17009.5,1443.39,7737.46
-1.290305,-3.917735,2007/3/20,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12288.1,2408.21,1410.94,17163.2,1444.17,7736.2
-1.1046578,-3.6372957,2007/3/21,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12447.5,2455.92,1435.04,17163.2,1442.85,7757.03
-1.2476985,-3.8651366,2007/3/22,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12461.1,2451.74,1434.54,17419.2,1448.53,7823.67
-1.2364479,-3.8400416,2007/3/23,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12481.0,2448.93,1436.11,17480.6,1447.38,7859.32
-1.1374102,-3.6972737,2007/3/26,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12469.1,2455.63,1437.5,17522.0,1449.77,7877.82
-1.0373256,-3.4661376,2007/3/27,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12397.3,2437.43,1428.61,17365.0,1453.23,7845.17
-1.1501136,-3.7143679,2007/3/28,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12300.4,2417.1,1417.23,17254.7,1439.74,7788.14
-1.1931677,-3.792718,2007/3/29,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12348.8,2417.88,1422.53,17263.9,1450.95,7848.33
-1.1839105,-3.7312355,2007/3/30,1.1,-0.3,0.75,3.5,97.8,2.2,101.0,4.5,30386.0,29296.0,1162429.3,12354.4,2421.64,1420.86,17287.7,1452.55,7884.41
-2.1070654,-4.887627,2007/4/2,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12382.3,2422.26,1424.55,17028.4,1459.53,7884.99
-1.8161207,-4.526478,2007/4/3,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12510.3,2450.33,1437.77,17244.0,1463.75,7932.91
-1.4947418,-4.093969,2007/4/4,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12530.0,2458.69,1439.37,17544.1,1483.41,8004.61
-1.7087989,-4.3863616,2007/4/9,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12569.1,2469.18,1444.61,17743.8,1501.06,8056.56
-1.7569982,-4.443922,2007/4/10,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12573.9,2477.61,1448.39,17664.7,1499.16,8048.39
-1.511161,-4.0894127,2007/4/11,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12484.6,2459.31,1438.87,17670.1,1513.42,8084.45
-1.4554799,-4.0171185,2007/4/12,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12553.0,2480.32,1447.8,17540.4,1525.61,8075.2
-1.5204039,-4.114629,2007/4/13,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12612.1,2491.94,1452.85,17364.0,1520.78,8002.3
-1.7612494,-4.4254622,2007/4/14,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12612.1,2491.94,1452.85,17364.0,1520.78,8045.12
-1.8706883,-4.5702314,2007/4/16,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12720.5,2518.33,1468.47,17628.3,1532.04,8043.54
-2.7574365,-5.7129035,2007/4/17,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12773.0,2516.95,1471.48,17527.5,1528.66,7959.29
-1.971838,-4.6608086,2007/4/18,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12803.8,2510.5,1472.5,17667.3,1534.58,8003.31
-1.9255192,-4.6458244,2007/4/19,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12808.6,2505.35,1470.73,17372.0,1513.66,7888.63
-1.7113982,-4.330212,2007/4/20,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12962.0,2526.39,1484.35,17452.6,1533.08,7942.67
-2.155979,-4.9016457,2007/4/23,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12919.4,2523.67,1480.93,17455.4,1544.35,8010.46
-1.9240767,-4.6193266,2007/4/24,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,12953.9,2524.54,1480.41,17451.8,1556.71,8045.01
-1.5691122,-4.1732717,2007/4/25,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,13089.9,2547.89,1495.42,17236.2,1545.55,7984.65
-1.4779963,-4.019268,2007/4/26,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,13105.5,2554.46,1494.25,17429.2,1553.13,8000.04
-1.6415848,-4.259238,2007/4/27,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,13120.9,2557.21,1494.07,17400.4,1542.52,7949.42
-1.614143,-4.1898527,2007/4/30,1.1,-0.4,0.75,3.4,100.1,2.5,101.7,5.3,29945.0,29597.0,1165291.0,13062.9,2525.09,1482.37,17400.4,1542.24,7875.42
-1.4946295,-3.9710884,2007/5/2,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13211.9,2557.84,1495.92,17394.9,1553.3,7903.04
-1.4437922,-3.8915334,2007/5/3,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13241.4,2565.46,1502.39,17394.9,1559.86,7926.66
-1.4525437,-3.8504982,2007/5/4,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13264.6,2572.15,1505.62,17394.9,1567.74,8066.06
-1.5282981,-4.0313053,2007/5/7,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13313.0,2570.95,1509.48,17669.8,1584.46,8115.27
-1.4420217,-3.8697882,2007/5/8,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13309.1,2571.75,1507.72,17656.8,1582.65,8095.84
-1.3900586,-3.7919097,2007/5/9,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13362.9,2576.34,1512.58,17748.1,1593.42,8052.7
-1.450246,-3.8920445,2007/5/10,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13215.1,2533.74,1491.47,17737.0,1599.68,8096.86
-1.3815414,-3.7731395,2007/5/11,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13326.2,2562.22,1505.85,17553.7,1603.56,8031.54
-1.4231739,-3.838925,2007/5/14,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13346.8,2546.44,1503.15,17677.9,1605.77,8030.56
-1.3208631,-3.6310606,2007/5/15,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13383.8,2525.29,1501.19,17513.0,1589.37,7975.03
-1.4345399,-3.8314548,2007/5/16,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13487.5,2547.42,1514.14,17529.0,1600.6,7988.57
-1.4888784,-3.9103198,2007/5/17,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13476.7,2539.38,1512.75,17498.6,1615.58,8037.96
-1.4283229,-3.8415918,2007/5/18,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13556.5,2558.45,1522.75,17399.6,1612.25,8034.14
-1.4202203,-3.7972736,2007/5/21,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13542.9,2578.79,1525.1,17556.9,1628.2,8141.59
-1.5217434,-3.9567637,2007/5/22,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13540.0,2588.02,1524.12,17680.0,1642.88,8188.63
-1.4730462,-3.858304,2007/5/23,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13525.6,2577.05,1522.28,17705.1,1646.59,8221.79
-1.3687447,-3.6998372,2007/5/24,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13441.1,2537.92,1507.51,17697.0,1646.59,8216.41
-1.371808,-3.702672,2007/5/25,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13507.3,2557.19,1515.73,17481.2,1644.56,8159.97
-1.4615424,-3.8374348,2007/5/28,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13507.3,2557.19,1515.73,17587.6,1657.91,8156.82
-1.5195494,-3.92803,2007/5/29,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13521.3,2572.06,1518.11,17672.6,1661.8,8181.49
-1.41931,-3.761572,2007/5/30,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13633.1,2592.59,1530.23,17588.3,1662.72,8147.34
-1.4645056,-3.844491,2007/5/31,1.4,-0.4,0.75,3.2,101.1,2.3,102.3,5.3,31040.0,29857.0,1171148.4,13627.6,2604.52,1530.62,17875.8,1700.91,8144.95
-1.5966858,-3.9071856,2007/6/1,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13668.1,2613.92,1536.34,17958.9,1716.24,8249.9
-1.658929,-3.9876742,2007/6/4,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13676.3,2618.29,1539.18,17973.4,1737.59,8294.79
-1.4833246,-3.6903067,2007/6/5,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13595.5,2611.23,1530.95,18053.8,1742.19,8303.99
-2.0924451,-4.5528483,2007/6/6,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13465.7,2587.18,1517.38,18040.9,1742.19,8314.68
-1.8805436,-4.29617,2007/6/7,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13266.7,2541.38,1490.72,18053.4,1753.04,8355.26
-1.6085783,-3.9196858,2007/6/8,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13424.4,2573.54,1507.67,17779.1,1727.28,8300.71
-1.7019554,-4.046269,2007/6/11,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13425.0,2572.15,1509.12,17834.5,1716.56,8338.88
-1.7649578,-4.144414,2007/6/12,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13295.0,2549.77,1493.0,17760.9,1729.88,8370.26
-1.9136077,-4.3445296,2007/6/13,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13482.4,2582.31,1515.67,17732.8,1721.99,8346.39
-1.8682045,-4.2824574,2007/6/14,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13553.7,2599.41,1522.97,17842.3,1769.18,8450.72
-1.5651802,-3.8435898,2007/6/15,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13639.5,2626.71,1532.91,17971.5,1772.26,8573.64
-2.0233839,-4.4067903,2007/6/20,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13489.4,2599.96,1512.84,18211.7,1783.79,8755.88
-1.9876426,-4.3803225,2007/6/21,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13545.8,2616.96,1522.19,18240.3,1794.24,8851.99
-1.8289832,-4.1789794,2007/6/22,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13360.3,2588.96,1502.56,18188.6,1770.98,8846.39
-1.7852443,-4.134811,2007/6/23,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13360.3,2588.96,1502.56,18188.6,1770.98,8812.91
-1.7312526,-4.039591,2007/6/25,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13352.0,2577.08,1497.74,18087.5,1757.73,8939.19
-1.6899627,-3.9617062,2007/6/26,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13337.7,2574.16,1492.89,18066.1,1749.55,8865.75
-1.8236023,-4.1537213,2007/6/27,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13427.7,2605.35,1506.34,17849.3,1733.1,8844.22
-1.7754806,-4.0785894,2007/6/28,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13422.3,2608.37,1505.71,17932.3,1751.75,8892.83
-2.110888,-4.494061,2007/6/29,1.8,-0.2,0.75,3.2,101.5,2.5,102.5,5.3,32000.0,28508.0,1190080.2,13408.6,2603.23,1503.35,18138.4,1743.6,8883.21
-2.5898392,-5.0825424,2007/7/2,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13535.4,2632.3,1519.43,18146.3,1771.35,8939.49
-3.1116714,-5.8255463,2007/7/3,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13577.3,2644.95,1524.87,18149.9,1805.5,8996.2
-2.8533063,-5.4281373,2007/7/4,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13577.3,2644.95,1524.87,18168.7,1838.41,9068.98
-2.7702951,-5.3337803,2007/7/5,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13565.8,2656.65,1525.4,18221.5,1847.79,9148.78
-2.4037561,-4.846481,2007/7/6,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13611.7,2666.51,1530.44,18140.9,1861.01,9188.31
-2.1979384,-4.6009912,2007/7/9,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13650.0,2670.02,1531.85,18262.0,1883.59,9369.84
-2.1903896,-4.567183,2007/7/10,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13501.7,2639.16,1510.12,18252.7,1894.53,9384.73
-2.0995326,-4.472785,2007/7/11,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13577.9,2651.79,1518.76,18049.5,1889.96,9290.95
-2.212807,-4.590505,2007/7/12,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13861.7,2701.73,1547.7,17984.1,1909.75,9354.41
-2.6032236,-5.084106,2007/7/13,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13907.2,2707.0,1552.5,18239.0,1962.93,9471.3
-3.0085807,-5.5385146,2007/7/16,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13951.0,2697.33,1549.52,18239.0,1949.51,9417.32
-3.1012673,-5.7221484,2007/7/17,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13971.5,2712.29,1549.37,18217.3,1949.51,9509.73
-3.3276038,-5.824477,2007/7/18,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13918.2,2699.49,1546.17,18015.6,1930.7,9485.35
-3.197948,-5.831645,2007/7/19,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,14000.4,2720.04,1553.08,18116.6,1937.9,9473.31
-2.6110208,-5.0469418,2007/7/20,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13851.1,2687.6,1534.1,18157.9,1983.54,9585.9
-2.5057373,-4.934609,2007/7/23,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13943.4,2690.58,1541.57,17963.6,1993.05,9621.57
-2.5056534,-4.9216747,2007/7/24,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13717.0,2639.86,1511.04,18002.0,1992.26,9744.06
-2.8707764,-5.368484,2007/7/25,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13785.1,2648.17,1518.09,17858.4,2004.22,9740.13
-2.7855225,-5.2588444,2007/7/26,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13473.6,2599.34,1482.66,17702.1,1963.54,9566.42
-2.292859,-4.66256,2007/7/27,2.0,-0.3,0.75,3.2,102.6,2.5,102.7,4.9,30207.0,29223.0,1200892.7,13265.5,2561.56,1458.95,17283.8,1883.22,9162.28
