latent_dim1,latent_dim2,日期,日本M2+CD年增率,日本M1年增率,日本貼現率(月底值),韓國失業率,韓國消費者信心指數,韓國消費者物價指數年增率,韓國PPI,韓國GDP年增率,韓國出口貿易金額,韓國進口貿易金額,韓國M2,道瓊收盤,那斯達克收盤,S&P收盤,日經收盤,韓股收盤,台股收盤
3.120965,1.369201,2009/12/8,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10285.97,2172.99,1091.94,10140.47,1627.78,7768.71
3.3031054,1.4916357,2009/12/9,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10337.05,2183.73,1095.95,10004.72,1634.17,7797.42
3.2152646,1.3869522,2009/12/10,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10405.83,2190.86,1102.35,9862.82,1652.73,7677.91
3.1882482,1.4979088,2009/12/11,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10471.5,2190.31,1106.41,10107.87,1656.9,7795.07
3.2907608,1.506659,2009/12/14,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10501.05,2212.1,1114.11,10105.68,1664.77,7819.13
3.1902156,1.446881,2009/12/15,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10452.0,2201.05,1107.93,10083.48,1665.85,7807.62
3.1324165,1.3607513,2009/12/16,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10441.12,2206.91,1109.18,10177.41,1664.24,7751.6
3.0879064,1.3694868,2009/12/17,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10308.26,2180.05,1096.08,10163.8,1647.84,7742.17
3.0505536,1.3398032,2009/12/18,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10328.89,2211.69,1102.47,10142.05,1647.04,7753.63
3.0598297,1.3130084,2009/12/21,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10414.14,2237.66,1114.05,10183.47,1644.23,7787.27
3.084514,1.4121537,2009/12/22,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10464.93,2252.67,1118.02,10378.03,1655.54,7856.0
3.1106942,1.4060004,2009/12/23,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10466.44,2269.64,1120.59,10378.03,1661.35,7901.5
3.0866568,1.3564898,2009/12/24,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10520.1,2285.69,1126.48,10536.92,1682.34,7963.54
3.0688593,1.3597277,2009/12/25,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10520.1,2285.69,1126.48,10494.71,1682.34,7972.59
3.125472,1.3927102,2009/12/28,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10547.08,2291.08,1127.78,10634.23,1685.59,8057.49
3.0133832,1.346964,2009/12/29,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10545.41,2288.4,1126.2,10638.06,1672.48,8053.83
3.0040224,1.3260142,2009/12/30,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10548.51,2291.28,1126.42,10546.44,1682.77,8112.28
3.066546,1.3491662,2009/12/31,3.1,1.1,0.3,3.5,113.0,2.8,111.9,6.3,36010.0,32921.0,1570027.1,10428.05,2269.15,1115.1,10546.44,1682.77,8188.11
1.0420545,-0.6746149,2010/1/4,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10583.96,2308.42,1132.99,10654.79,1696.14,8207.85
1.043074,-0.70383275,2010/1/5,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10572.02,2308.71,1136.52,10681.83,1690.62,8211.4
1.1142018,-0.6729493,2010/1/6,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10573.68,2301.09,1137.14,10731.45,1705.32,8327.62
1.0588362,-0.7053263,2010/1/7,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10606.86,2300.05,1141.69,10681.66,1683.45,8237.42
1.0469726,-0.69395506,2010/1/8,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10618.19,2317.17,1144.98,10798.32,1695.26,8280.9
1.1378399,-0.71296334,2010/1/11,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10663.99,2312.41,1146.98,10798.32,1694.12,8323.82
1.1054431,-0.70037436,2010/1/12,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10627.26,2282.31,1136.22,10879.14,1698.64,8309.37
1.1213007,-0.6881603,2010/1/13,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10680.77,2307.9,1145.68,10735.03,1671.41,8196.56
1.0531129,-0.690958,2010/1/14,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10710.55,2316.74,1148.46,10907.68,1685.77,8289.98
1.0381435,-0.70445657,2010/1/15,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10609.65,2287.99,1136.03,10982.1,1701.8,8356.89
1.0494087,-0.6987169,2010/1/18,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10609.65,2287.99,1136.03,10855.08,1711.78,8337.82
1.0533992,-0.68292296,2010/1/19,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10725.43,2320.4,1150.23,10764.9,1710.22,8249.0
1.0629567,-0.67826724,2010/1/20,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10603.15,2291.25,1138.04,10737.52,1714.38,8220.93
1.0802404,-0.6747149,2010/1/21,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10389.88,2265.7,1116.48,10868.41,1722.01,8127.87
1.0380269,-0.6926484,2010/1/22,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10172.98,2205.29,1091.76,10590.55,1684.35,7927.31
1.032061,-0.6784091,2010/1/25,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10196.86,2210.8,1096.78,10512.69,1670.2,7872.99
1.0190372,-0.6975496,2010/1/26,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10194.29,2203.73,1092.17,10325.28,1637.34,7598.81
1.0756813,-0.68286204,2010/1/27,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10236.16,2221.41,1097.5,10252.08,1625.48,7560.03
1.0628301,-0.69406414,2010/1/28,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10120.46,2179.0,1084.53,10414.29,1642.43,7694.58
1.0486611,-0.67090833,2010/1/29,3.0,1.2,0.3,5.0,113.0,3.1,112.7,8.7,30737.0,31517.0,1574215.8,10067.33,2147.35,1073.87,10198.04,1602.43,7640.44
1.19834,-0.44305393,2010/2/1,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10185.53,2171.2,1089.19,10205.02,1606.44,7524.67
1.2108496,-0.2556239,2010/2/2,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10296.85,2190.06,1103.32,10371.09,1595.81,7429.61
1.1937667,-0.39990643,2010/2/3,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10270.55,2190.91,1097.28,10404.33,1615.02,7547.98
1.1854155,-0.5352682,2010/2/4,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10002.18,2125.43,1063.11,10355.98,1616.42,7542.04
1.1800088,-0.4987068,2010/2/5,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10012.23,2141.12,1066.19,10057.09,1567.12,7217.83
1.1806343,-0.46203402,2010/2/6,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10012.23,2141.12,1066.19,10057.09,1567.12,7212.87
1.185703,-0.44949356,2010/2/8,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,9908.39,2126.05,1056.74,9951.82,1552.79,7215.88
1.187529,-0.42387602,2010/2/9,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10058.64,2150.87,1070.52,9932.9,1570.49,7361.04
1.1820962,-0.4880561,2010/2/10,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10038.38,2147.87,1068.13,9963.99,1570.12,7441.84
1.2038082,-0.34548566,2010/2/22,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10383.38,2242.03,1108.01,10400.47,1627.1,7560.04
1.214658,-0.30750945,2010/2/23,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10282.41,2213.44,1094.6,10352.1,1628.9,7597.44
1.2091933,-0.3781239,2010/2/24,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10374.16,2235.9,1105.24,10198.83,1612.83,7529.67
1.216995,-0.34470204,2010/2/25,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10321.03,2234.22,1102.94,10101.96,1587.51,7426.96
1.2183807,-0.34921613,2010/2/26,2.7,0.9,0.3,4.9,111.0,2.7,113.0,8.7,33040.0,31042.0,1595403.8,10325.26,2238.26,1104.49,10126.03,1594.58,7436.1
0.8510925,-0.30673042,2010/3/1,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10403.79,2273.57,1115.71,10172.06,1594.58,7577.75
0.8748537,-0.20661548,2010/3/2,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10405.98,2280.79,1118.31,10221.84,1615.12,7597.62
0.8509113,-0.2620028,2010/3/3,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10396.76,2280.68,1118.79,10253.14,1622.44,7629.52
0.84721833,-0.309167,2010/3/4,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10444.14,2292.31,1122.97,10145.72,1618.2,7569.8
0.85174483,-0.3091705,2010/3/5,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10566.2,2326.35,1138.7,10368.96,1634.57,7666.26
0.84524655,-0.37182257,2010/3/8,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10552.52,2332.21,1138.5,10585.92,1660.04,7762.27
0.84805775,-0.36130056,2010/3/9,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10564.38,2340.68,1140.45,10567.65,1660.83,7770.59
0.84071296,-0.3796766,2010/3/10,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10567.33,2358.95,1145.61,10563.92,1662.24,7779.08
0.82755286,-0.4069824,2010/3/11,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10611.84,2368.46,1150.24,10664.95,1656.62,7749.66
0.84026575,-0.36311135,2010/3/12,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10624.69,2367.66,1149.99,10751.26,1662.74,7748.33
0.8303215,-0.4012325,2010/3/15,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10642.15,2362.21,1150.51,10751.98,1649.5,7634.92
0.8393937,-0.38917044,2010/3/16,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10685.98,2378.01,1159.46,10721.71,1648.01,7695.63
0.8544492,-0.35710207,2010/3/17,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10733.67,2389.09,1166.21,10846.98,1682.86,7847.84
0.8820546,-0.2508615,2010/3/18,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10779.17,2391.28,1165.83,10744.03,1675.17,7886.34
0.8157556,-0.4348087,2010/3/19,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10741.98,2374.41,1159.9,10824.72,1686.11,7897.91
0.8483433,-0.32567707,2010/3/22,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10785.89,2395.4,1165.81,10824.72,1672.67,7835.98
0.8257596,-0.37639675,2010/3/23,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10888.83,2415.24,1174.17,10774.15,1681.82,7811.87
0.8207834,-0.3843744,2010/3/24,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10836.15,2398.76,1167.72,10815.03,1681.01,7822.71
0.8228845,-0.40312484,2010/3/25,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10841.21,2397.41,1165.73,10828.85,1688.39,7838.1
0.8245769,-0.38038942,2010/3/26,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10850.36,2395.13,1166.59,10996.37,1697.72,7876.86
0.96573395,-0.043492764,2010/3/29,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10895.86,2404.36,1173.22,10986.47,1691.99,7947.45
0.90051943,-0.17011747,2010/3/30,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10907.42,2410.69,1173.27,11097.14,1700.19,7962.22
0.83628553,-0.36700234,2010/3/31,2.7,1.0,0.3,4.1,110.0,2.3,113.7,8.7,37309.0,35568.0,1607896.1,10856.63,2397.96,1169.43,11089.94,1692.85,7920.06
1.0093372,0.09232423,2010/4/1,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10927.07,2402.58,1178.1,11244.4,1719.17,8013.09
0.8169016,-0.213725,2010/4/2,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10927.07,2402.58,1178.1,11286.09,1723.49,8025.93
0.82395524,-0.21370903,2010/4/6,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10969.99,2436.81,1189.44,11282.32,1726.09,8089.65
0.8394075,-0.1714876,2010/4/7,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10897.52,2431.16,1182.45,11292.83,1726.6,8121.78
0.8026392,-0.23679677,2010/4/8,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10927.07,2436.81,1186.44,11168.2,1733.78,8057.6
0.7842805,-0.26986346,2010/4/9,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10997.35,2454.05,1194.37,11204.34,1724.47,8092.03
0.7789217,-0.27159438,2010/4/12,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11005.97,2457.87,1196.48,11251.9,1710.3,8117.75
0.7855219,-0.26427677,2010/4/13,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11019.42,2465.99,1197.3,11161.23,1710.59,8029.73
0.77084327,-0.2840642,2010/4/14,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11123.11,2504.86,1210.65,11204.9,1735.33,8097.13
0.99315447,0.08474037,2010/4/15,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11144.57,2515.69,1211.67,11273.79,1743.91,8171.94
0.77527875,-0.27020797,2010/4/16,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11018.66,2481.26,1192.13,11102.18,1734.49,8111.57
0.72493917,-0.3241051,2010/4/19,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11092.05,2480.11,1197.52,10908.77,1705.3,7854.22
0.73680717,-0.31351408,2010/4/20,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11117.06,2500.31,1207.17,10900.68,1718.03,7900.42
0.7568408,-0.2839056,2010/4/21,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11124.92,2504.61,1205.94,11090.05,1747.58,7990.53
0.7327603,-0.32122394,2010/4/22,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11134.29,2519.07,1208.67,10949.09,1739.52,7978.69
0.75182563,-0.29298547,2010/4/23,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11204.28,2530.15,1217.28,10914.46,1737.03,8004.89
0.7494958,-0.29154053,2010/4/26,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11205.03,2522.95,1212.05,11165.79,1752.2,8158.14
0.72051626,-0.35248116,2010/4/27,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,10991.99,2471.47,1183.71,11212.66,1749.55,8146.44
0.6430195,-0.51175475,2010/4/28,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11045.27,2471.73,1191.36,10924.79,1733.91,8081.55
0.7826946,-0.24604729,2010/4/29,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11167.32,2511.92,1206.78,10924.79,1728.42,8054.05
0.7955716,-0.22850409,2010/4/30,2.9,1.6,0.3,3.8,110.0,2.6,114.6,7.6,39304.0,35511.0,1621176.9,11008.61,2461.19,1186.69,11057.4,1741.56,8004.25
0.6475563,-0.34750876,2010/5/3,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,11151.83,2498.74,1202.26,11057.4,1721.21,7952.17
0.6346892,-0.37030205,2010/5/4,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10926.77,2424.25,1173.6,11057.4,1718.75,7930.77
0.6260467,-0.38543215,2010/5/5,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10868.12,2402.29,1165.9,11057.4,1718.75,7696.9
0.6560192,-0.3556575,2010/5/6,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10520.32,2319.64,1128.15,10695.69,1684.71,7579.48
0.6544785,-0.3636411,2010/5/7,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10380.43,2265.64,1110.88,10364.59,1647.5,7567.1
0.6512902,-0.36158958,2010/5/10,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10785.14,2374.67,1159.73,10530.7,1677.63,7664.73
0.60905844,-0.42425612,2010/5/11,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10748.26,2375.31,1155.79,10411.1,1670.24,7608.44
0.64362645,-0.36955437,2010/5/12,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10896.91,2425.02,1171.67,10394.03,1663.03,7602.7
0.6605881,-0.33792338,2010/5/13,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10782.95,2394.36,1157.44,10620.55,1694.58,7770.57
0.6652661,-0.32517496,2010/5/14,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10620.16,2346.85,1135.68,10462.51,1695.63,7772.13
0.6450807,-0.35901096,2010/5/17,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10625.83,2354.23,1136.94,10235.76,1651.51,7598.72
0.6627674,-0.3468347,2010/5/18,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10510.95,2317.26,1120.8,10242.64,1643.24,7585.3
0.66256434,-0.33450797,2010/5/19,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10444.37,2298.37,1115.05,10186.84,1630.08,7559.16
0.65852875,-0.36893144,2010/5/20,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10068.01,2204.01,1071.59,10030.31,1600.18,7424.43
0.6611461,-0.35015455,2010/5/21,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10193.39,2229.04,1087.69,9784.54,1600.18,7237.71
0.655976,-0.35985664,2010/5/24,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10066.57,2213.55,1073.65,9758.4,1604.93,7322.73
0.68061966,-0.3146464,2010/5/25,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10043.75,2210.95,1074.03,9459.89,1560.83,7086.37
0.67454433,-0.33099613,2010/5/26,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,9974.45,2195.88,1067.95,9522.66,1582.12,7167.35
0.6663835,-0.3463979,2010/5/27,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10258.99,2277.68,1103.06,9639.72,1607.5,7243.16
0.658507,-0.36299732,2010/5/28,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10136.63,2257.04,1089.41,9762.98,1622.78,7295.32
0.6583308,-0.36071768,2010/5/31,3.1,2.0,0.3,3.2,111.0,2.7,115.2,7.6,38891.0,34849.0,1630904.7,10136.63,2257.04,1089.41,9768.7,1641.25,7373.98
0.6787397,-0.28148302,2010/6/1,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10024.02,2222.33,1070.71,9711.83,1630.4,7289.33
0.7103384,-0.23262271,2010/6/2,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10249.54,2281.07,1098.38,9603.24,1630.4,7195.71
0.70554936,-0.23076388,2010/6/3,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10255.28,2303.03,1102.83,9914.19,1661.84,7360.28
0.66638106,-0.2877145,2010/6/4,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9931.97,2219.17,1064.88,9901.19,1664.13,7344.59
0.66537946,-0.28668508,2010/6/7,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9816.49,2173.9,1050.47,9520.8,1637.97,7157.83
0.7504109,-0.18135932,2010/6/8,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9939.98,2170.57,1062.0,9537.94,1651.48,7151.99
0.7827938,-0.09591398,2010/6/9,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9899.25,2158.85,1055.69,9439.13,1647.22,7071.67
0.78801405,-0.102576375,2010/6/10,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10172.53,2218.71,1086.84,9542.65,1651.7,7181.77
0.7194873,-0.21065918,2010/6/11,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10211.07,2243.6,1091.6,9705.25,1675.34,7299.49
0.6970237,-0.240706,2010/6/14,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10190.89,2243.96,1089.63,9879.85,1690.6,7387.4
0.72275305,-0.20675984,2010/6/15,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10404.77,2305.88,1115.23,9887.89,1690.03,7454.06
0.71259737,-0.22499427,2010/6/17,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10434.17,2307.16,1116.04,9999.4,1707.92,7515.78
0.7027868,-0.23813197,2010/6/18,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10450.64,2309.8,1117.51,9995.02,1711.95,7493.11
0.81252545,-0.049075127,2010/6/21,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10442.41,2289.09,1113.2,10238.01,1739.68,7635.56
0.70439893,-0.22396293,2010/6/22,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10293.52,2261.8,1095.31,10112.89,1731.48,7612.68
0.75711787,-0.14105943,2010/6/23,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10298.44,2254.23,1092.04,9923.7,1725.82,7582.15
0.73827773,-0.15971795,2010/6/24,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10152.8,2217.42,1073.69,9928.34,1739.87,7589.89
0.7311021,-0.1765652,2010/6/25,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10143.81,2223.48,1076.76,9737.48,1729.84,7474.71
0.7557607,-0.1485211,2010/6/28,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,10138.52,2220.65,1074.57,9693.94,1732.03,7500.79
0.7263244,-0.183054,2010/6/29,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9870.3,2135.18,1041.24,9570.67,1707.76,7423.57
0.68992406,-0.23436716,2010/6/30,2.9,1.7,0.3,3.5,112.0,2.6,114.8,7.6,42056.0,35381.0,1647981.2,9774.02,2109.24,1030.71,9382.64,1698.29,7329.37
0.65056986,-0.23975208,2010/7/1,2.7,2.1,0.3,3.7,112.0,2.6,114.9,4.5,40570.0,35416.0,1653057.5,9732.53,2101.36,1027.37,9191.6,1686.24,7254.06
0.79478174,-0.07543212,2010/7/2,2.7,2.1,0.3,3.7,112.0,2.6,114.9,4.5,40570.0,35416.0,1653057.5,9686.48,2091.79,1022.58,9203.71,1671.82,7330.74
0.8944575,0.09248015,2010/7/5,2.7,2.1,0.3,3.7,112.0,2.6,114.9,4.5,40570.0,35416.0,1653057.5,9686.48,2091.79,1022.58,9266.78,1675.37,7439.96
